sku_id,category,subcategory,snapshot_date,on_hand_units,on_order_units,inventory_position,lead_time_days,source_reorder_point,calculated_risk_threshold,demand_rate_weekly,forecast_rate_weekly,preferred_demand_source,coverage_weeks,shortfall_units,stockout_risk,overstock_risk,volatility_cv,unit_cost,excess_units_over_healthy,inventory_value_exposure_rupees,stockout_shortfall_rupees,rupee_value_at_stake,decision,decision_reason,data_quality_flag,weeks_observed
SKU04611,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,116.0,0.0,116.0,14.0,128.0,3.0,1.5,1.0,d3_forecast,77.33333333333333,0.0,0.0,1.0,,199.69,110.0,21965.9,0.0,21965.9,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01699,Frozen Foods,Frozen Meat,2025-12-31 00:00:00,162.0,0.0,162.0,14.0,174.0,2.6666666666666665,1.25,1.3333333333333333,d3_forecast,121.5,0.0,0.0,1.0,0.4,139.46,156.66666666666666,21848.733333333334,0.0,21848.733333333334,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU03925,Dairy & Bakery,Butter & Ghee,2025-12-31 00:00:00,183.0,0.0,183.0,14.0,162.0,6.0,3.0,0.0,d3_forecast,61.0,0.0,0.0,1.0,,127.69,171.0,21834.989999999998,0.0,21834.989999999998,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04675,Home Care,Laundry,2025-12-31 00:00:00,245.0,0.0,245.0,14.0,178.0,2.0,1.0,1.0,d3_forecast,245.0,0.0,0.0,1.0,,90.53,241.0,21817.73,0.0,21817.73,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04326,Dairy & Bakery,Milk,2025-12-31 00:00:00,193.0,0.0,193.0,14.0,111.0,6.0,2.5,3.0,d3_forecast,64.33333333333333,0.0,0.0,1.0,0.5163977794943222,119.46,181.0,21622.26,0.0,21622.26,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU03974,Dairy & Bakery,Cheese,2025-12-31 00:00:00,125.0,0.0,125.0,14.0,65.0,2.0,1.0,0.0,d3_forecast,125.0,0.0,0.0,1.0,,178.31,121.0,21575.510000000002,0.0,21575.510000000002,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU01416,Home Care,Dishwashing,2025-12-31 00:00:00,213.0,0.0,213.0,14.0,175.0,3.416666666666667,1.75,1.7083333333333335,d3_forecast,124.68292682926828,0.0,0.0,1.0,0.2857142857142857,104.64,206.16666666666666,21573.28,0.0,21573.28,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU03420,Snacks & Confectionery,Candy,2025-12-31 00:00:00,215.0,0.0,215.0,14.0,115.0,4.0,2.0,2.0,d3_forecast,107.5,0.0,0.0,1.0,,104.19,207.0,21567.329999999998,0.0,21567.329999999998,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU03333,Apparel & Footwear,Footwear,2025-12-31 00:00:00,27.0,0.0,27.0,14.0,48.0,2.0,1.0,0.0,d3_forecast,27.0,0.0,0.0,1.0,,934.48,23.0,21493.04,0.0,21493.04,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00144,Dairy & Bakery,Eggs,2025-12-31 00:00:00,165.0,0.0,165.0,14.0,95.0,6.0,3.0,5.0,d3_forecast,55.0,0.0,0.0,1.0,,140.47,153.0,21491.91,0.0,21491.91,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01007,Beverages,Soft Drinks,2025-12-31 00:00:00,305.0,0.0,305.0,14.0,294.0,4.0,2.0,0.0,d3_forecast,152.5,0.0,0.0,1.0,,72.15,297.0,21428.550000000003,0.0,21428.550000000003,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04822,Personal Care,Hair Care,2025-12-31 00:00:00,81.0,0.0,81.0,14.0,128.0,6.0,3.0,0.0,d3_forecast,27.0,0.0,0.0,1.0,,310.36,69.0,21414.84,0.0,21414.84,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04564,Home Care,Surface Cleaners,2025-12-31 00:00:00,437.0,0.0,437.0,14.0,302.0,6.0,3.0,2.0,d3_forecast,145.66666666666666,0.0,0.0,1.0,,50.36,425.0,21403.0,0.0,21403.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04205,Home Care,Surface Cleaners,2025-12-31 00:00:00,127.0,0.0,127.0,14.0,90.0,3.875,1.6,1.9375,d3_forecast,65.54838709677419,0.0,0.0,1.0,0.8385254915624211,179.43,119.25,21397.0275,0.0,21397.0275,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU00030,Frozen Foods,Frozen Meat,2025-12-31 00:00:00,82.0,0.0,82.0,14.0,105.0,3.3333333333333335,1.6666666666666667,2.0,d3_forecast,49.199999999999996,0.0,0.0,1.0,,283.65,75.33333333333333,21368.299999999996,0.0,21368.299999999996,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU00384,Dairy & Bakery,Butter & Ghee,2025-12-31 00:00:00,186.0,0.0,186.0,14.0,68.0,3.0,1.5,2.0,d3_forecast,124.0,0.0,0.0,1.0,,118.68,180.0,21362.4,0.0,21362.4,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01928,Home Care,Laundry,2025-12-31 00:00:00,155.0,0.0,155.0,14.0,174.0,4.5625,2.2,2.28125,d3_forecast,67.94520547945206,0.0,0.0,1.0,0.7468943965979538,146.43,145.875,21360.47625,0.0,21360.47625,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU02817,Snacks & Confectionery,Biscuits & Cookies,2025-12-31 00:00:00,226.0,0.0,226.0,14.0,159.0,4.0,2.0,1.5,d3_forecast,113.0,0.0,0.0,1.0,,97.94,218.0,21350.92,0.0,21350.92,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU03763,Snacks & Confectionery,Namkeen,2025-12-31 00:00:00,318.0,0.0,318.0,14.0,212.0,3.25,1.5,1.625,d3_forecast,195.69230769230768,0.0,0.0,1.0,0.38490017945975047,68.53,311.5,21347.095,0.0,21347.095,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU03341,Beverages,Bottled Water,2025-12-31 00:00:00,187.0,0.0,187.0,14.0,100.0,3.0,1.5,1.5,d3_forecast,124.66666666666667,0.0,0.0,1.0,0.6666666666666666,117.91,181.0,21341.71,0.0,21341.71,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU01118,Personal Care,Skin Care,2025-12-31 00:00:00,70.0,0.0,70.0,14.0,165.0,2.0,1.0,0.0,d3_forecast,70.0,0.0,0.0,1.0,,322.93,66.0,21313.38,0.0,21313.38,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03752,Stationery & Office,Office Supplies,2025-12-31 00:00:00,249.0,0.0,249.0,14.0,178.0,3.5625,1.6,1.78125,d3_forecast,139.78947368421052,0.0,0.0,1.0,0.34232659844072877,87.97,241.875,21277.74375,0.0,21277.74375,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU01393,Beverages,Juices,2025-12-31 00:00:00,257.0,0.0,257.0,14.0,149.0,4.0,2.0,1.0,d3_forecast,128.5,0.0,0.0,1.0,,85.39,249.0,21262.11,0.0,21262.11,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU02319,Grocery,Sugar & Salt,2025-12-31 00:00:00,247.0,0.0,247.0,14.0,141.0,4.0,1.75,2.0,d3_forecast,123.5,0.0,0.0,1.0,0.5471012044321932,88.96,239.0,21261.44,0.0,21261.44,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU01335,Personal Care,Bath & Body,2025-12-31 00:00:00,132.0,0.0,132.0,14.0,52.0,6.0,3.0,1.0,d3_forecast,44.0,0.0,0.0,1.0,,176.69,120.0,21202.8,0.0,21202.8,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU03203,Beverages,Bottled Water,2025-12-31 00:00:00,162.0,0.0,162.0,14.0,143.0,2.4444444444444446,1.7,1.2222222222222223,d3_forecast,132.54545454545453,0.0,0.0,1.0,0.9217771979249535,134.94,157.11111111111111,21200.573333333334,0.0,21200.573333333334,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,10.0
SKU00857,Home & Kitchen,Cookware,2025-12-31 00:00:00,76.0,0.0,76.0,14.0,134.0,4.25,2.0,2.125,d3_forecast,35.76470588235294,0.0,0.0,1.0,0.7071067811865476,313.84,67.5,21184.199999999997,0.0,21184.199999999997,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,9.0
SKU00477,Personal Care,Oral Care,2025-12-31 00:00:00,217.0,0.0,217.0,14.0,81.0,3.3333333333333335,1.6666666666666667,2.0,d3_forecast,130.2,0.0,0.0,1.0,,100.71,210.33333333333334,21182.67,0.0,21182.67,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU00157,Dairy & Bakery,Butter & Ghee,2025-12-31 00:00:00,321.0,0.0,321.0,14.0,208.0,4.666666666666667,2.3333333333333335,2.5,d3_forecast,137.57142857142856,0.0,0.0,1.0,,67.93,311.6666666666667,21171.51666666667,0.0,21171.51666666667,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU03940,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,162.0,0.0,162.0,14.0,227.0,4.5,1.75,2.25,d3_forecast,72.0,0.0,0.0,1.0,0.8571428571428571,138.12,153.0,21132.36,0.0,21132.36,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU01810,Snacks & Confectionery,Chocolates,2025-12-31 00:00:00,220.0,0.0,220.0,14.0,175.0,6.0,3.0,0.0,d3_forecast,73.33333333333333,0.0,0.0,1.0,,101.5,208.0,21112.0,0.0,21112.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00045,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,90.0,0.0,90.0,14.0,109.0,3.3333333333333335,1.5,1.6666666666666667,d3_forecast,54.0,0.0,0.0,1.0,0.6666666666666666,253.27,83.33333333333333,21105.833333333332,0.0,21105.833333333332,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU01607,Personal Care,Oral Care,2025-12-31 00:00:00,113.0,0.0,113.0,14.0,72.0,6.0,3.0,4.125,d3_forecast,37.666666666666664,0.0,0.0,1.0,,208.38,101.0,21046.38,0.0,21046.38,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU04500,Dairy & Bakery,Butter & Ghee,2025-12-31 00:00:00,214.0,0.0,214.0,14.0,154.0,2.6666666666666665,1.3333333333333333,1.5,d3_forecast,160.5,0.0,0.0,1.0,,100.54,208.66666666666666,20979.346666666668,0.0,20979.346666666668,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU03956,Home Care,Laundry,2025-12-31 00:00:00,175.0,0.0,175.0,14.0,151.0,10.0,5.0,0.0,d3_forecast,35.0,0.0,0.0,1.0,,135.07,155.0,20935.85,0.0,20935.85,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU03107,Snacks & Confectionery,Chocolates,2025-12-31 00:00:00,207.0,0.0,207.0,14.0,139.0,2.0,1.25,1.0,d3_forecast,207.0,0.0,0.0,1.0,0.4,103.12,203.0,20933.36,0.0,20933.36,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU00340,Health & Wellness,First Aid,2025-12-31 00:00:00,167.0,0.0,167.0,14.0,118.0,3.0,1.5,2.0,d3_forecast,111.33333333333333,0.0,0.0,1.0,,129.91,161.0,20915.51,0.0,20915.51,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04872,Home Care,Dishwashing,2025-12-31 00:00:00,192.0,0.0,192.0,14.0,168.0,5.3,2.6363636363636362,2.65,d3_forecast,72.45283018867924,0.0,0.0,1.0,0.5436915261655794,115.17,181.4,20891.838,0.0,20891.838,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,11.0
SKU03756,Apparel & Footwear,Kids Wear,2025-12-31 00:00:00,36.0,0.0,36.0,14.0,24.0,2.6666666666666665,1.3333333333333333,1.0,d3_forecast,27.0,0.0,0.0,1.0,,680.59,30.666666666666668,20871.42666666667,0.0,20871.42666666667,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU04801,Dairy & Bakery,Butter & Ghee,2025-12-31 00:00:00,297.0,0.0,297.0,14.0,142.0,3.3333333333333335,1.5,1.6666666666666667,d3_forecast,178.2,0.0,0.0,1.0,0.38490017945975047,71.81,290.3333333333333,20848.836666666666,0.0,20848.836666666666,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04448,Grocery,Sugar & Salt,2025-12-31 00:00:00,379.0,0.0,379.0,14.0,399.0,3.3333333333333335,1.6666666666666667,2.0,d3_forecast,227.39999999999998,0.0,0.0,1.0,,55.89,372.3333333333333,20809.71,0.0,20809.71,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU04615,Home Care,Air Fresheners,2025-12-31 00:00:00,144.0,0.0,144.0,14.0,205.0,4.0,2.0,2.5,d3_forecast,72.0,0.0,0.0,1.0,,152.96,136.0,20802.56,0.0,20802.56,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU02259,Home Care,Surface Cleaners,2025-12-31 00:00:00,148.0,0.0,148.0,14.0,97.0,4.1000000000000005,2.0,2.0500000000000003,d3_forecast,72.1951219512195,0.0,0.0,1.0,0.4472135954999579,148.77,139.8,20798.046000000002,0.0,20798.046000000002,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,6.0
SKU04899,Dairy & Bakery,Cheese,2025-12-31 00:00:00,153.0,0.0,153.0,14.0,177.0,4.0,1.75,2.0,d3_forecast,76.5,0.0,0.0,1.0,0.8571428571428571,143.39,145.0,20791.55,0.0,20791.55,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU01864,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,130.0,0.0,130.0,14.0,59.0,4.0,2.0,3.0,d3_forecast,65.0,0.0,0.0,1.0,,170.38,122.0,20786.36,0.0,20786.36,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04017,Home Care,Air Fresheners,2025-12-31 00:00:00,261.0,0.0,261.0,14.0,153.0,4.0,2.0,3.0,d3_forecast,130.5,0.0,0.0,1.0,,82.09,253.0,20768.77,0.0,20768.77,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04056,Apparel & Footwear,Footwear,2025-12-31 00:00:00,38.0,0.0,38.0,14.0,106.0,4.0,1.875,2.0,d3_forecast,19.0,0.0,0.0,1.0,0.6647591758710533,691.67,30.0,20750.1,0.0,20750.1,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,8.0
SKU04449,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,162.0,0.0,162.0,14.0,157.0,6.0,3.0,0.0,d3_forecast,54.0,0.0,0.0,1.0,,138.29,150.0,20743.5,0.0,20743.5,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU00773,Home Care,Air Fresheners,2025-12-31 00:00:00,208.0,0.0,208.0,14.0,201.0,2.0,1.0,1.0,d3_forecast,208.0,0.0,0.0,1.0,,101.63,204.0,20732.52,0.0,20732.52,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU00081,Home Care,Laundry,2025-12-31 00:00:00,276.0,0.0,276.0,14.0,117.0,2.0,1.0,1.0,d3_forecast,276.0,0.0,0.0,1.0,,76.17,272.0,20718.24,0.0,20718.24,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04208,Dairy & Bakery,Milk,2025-12-31 00:00:00,73.0,0.0,73.0,14.0,90.0,3.3333333333333335,1.6666666666666667,1.5,d3_forecast,43.8,0.0,0.0,1.0,,312.04,66.33333333333333,20698.653333333332,0.0,20698.653333333332,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU03106,Snacks & Confectionery,Chocolates,2025-12-31 00:00:00,261.0,0.0,261.0,14.0,208.0,6.666666666666666,3.0,3.333333333333333,d3_forecast,78.30000000000001,0.0,0.0,1.0,0.6085806194501846,83.45,247.66666666666666,20667.783333333333,0.0,20667.783333333333,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU04739,Personal Care,Men's Grooming,2025-12-31 00:00:00,105.0,0.0,105.0,14.0,189.0,4.0,2.0,2.0,d3_forecast,52.5,0.0,0.0,1.0,,212.58,97.0,20620.260000000002,0.0,20620.260000000002,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01248,Health & Wellness,Vitamins & Supplements,2025-12-31 00:00:00,82.0,0.0,82.0,14.0,88.0,3.125,1.5555555555555556,1.5625,d3_forecast,52.48,0.0,0.0,1.0,0.5669467095138409,272.19,75.75,20618.392499999998,0.0,20618.392499999998,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,9.0
SKU01656,Grocery,Flour & Atta,2025-12-31 00:00:00,61.0,0.0,61.0,14.0,50.0,2.6666666666666665,1.3333333333333333,1.0,d3_forecast,45.75,0.0,0.0,1.0,,370.39,55.666666666666664,20618.376666666663,0.0,20618.376666666663,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU01363,Electronics & Accessories,Mobile Accessories,2025-12-31 00:00:00,19.0,0.0,19.0,14.0,1026.0,4.3508097138381405,1.9411764705882353,2.1754048569190703,d3_forecast,8.734006426237762,0.0,0.0,0.0917508032797203,0.42599745210635,2002.05,10.298380572323719,20617.8728248207,0.0,20617.8728248207,HEALTHY,stockout 0.0 and overstock 0.0917508032797203 both below their thresholds with no volatility trigger,ok,17.0
SKU04173,Home Care,Pest Control,2025-12-31 00:00:00,143.0,0.0,143.0,14.0,147.0,4.0,2.0,1.0,d3_forecast,71.5,0.0,0.0,1.0,,152.49,135.0,20586.15,0.0,20586.15,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04668,Dairy & Bakery,Eggs,2025-12-31 00:00:00,254.0,0.0,254.0,14.0,98.0,2.0,1.0,0.0,d3_forecast,254.0,0.0,0.0,1.0,,82.26,250.0,20565.0,0.0,20565.0,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,1.0
SKU04358,Health & Wellness,First Aid,2025-12-31 00:00:00,86.0,0.0,86.0,14.0,200.0,3.75,2.1666666666666665,1.875,d3_forecast,45.86666666666667,0.0,0.0,1.0,0.4537809601154654,261.74,78.5,20546.59,0.0,20546.59,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,6.0
SKU00192,Dairy & Bakery,Bread,2025-12-31 00:00:00,207.0,0.0,207.0,14.0,130.0,7.0,3.5,5.0,d3_forecast,59.142857142857146,0.0,0.0,1.0,,106.38,193.0,20531.34,0.0,20531.34,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU04807,Beverages,Coffee,2025-12-31 00:00:00,223.0,0.0,223.0,14.0,120.0,3.0,1.5,1.0,d3_forecast,148.66666666666666,0.0,0.0,1.0,,94.52,217.0,20510.84,0.0,20510.84,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01443,Personal Care,Hair Care,2025-12-31 00:00:00,155.0,0.0,155.0,14.0,79.0,3.125,2.2,1.5625,d3_forecast,99.2,0.0,0.0,1.0,0.7468943965979538,137.76,148.75,20491.8,0.0,20491.8,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU00393,Snacks & Confectionery,Biscuits & Cookies,2025-12-31 00:00:00,340.0,0.0,340.0,14.0,188.0,5.5,2.5,2.75,d3_forecast,123.63636363636364,0.0,0.0,1.0,0.7659416862050705,62.28,329.0,20490.12,0.0,20490.12,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU01992,Home & Kitchen,Home Decor,2025-12-31 00:00:00,75.0,0.0,75.0,14.0,45.0,3.3125,1.6,1.65625,d3_forecast,45.283018867924525,0.0,0.0,1.0,0.5590169943749473,299.21,68.375,20458.48375,0.0,20458.48375,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU02021,Grocery,Sugar & Salt,2025-12-31 00:00:00,122.0,0.0,122.0,14.0,138.0,3.0,2.0,1.5,d3_forecast,81.33333333333333,0.0,0.0,1.0,0.7071067811865476,175.75,116.0,20387.0,0.0,20387.0,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,5.0
SKU01552,Snacks & Confectionery,Chips & Crisps,2025-12-31 00:00:00,140.0,0.0,140.0,14.0,184.0,2.0,1.0,1.0,d3_forecast,140.0,0.0,0.0,1.0,,149.9,136.0,20386.4,0.0,20386.4,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU00929,Home Care,Surface Cleaners,2025-12-31 00:00:00,171.0,0.0,171.0,14.0,1480.0,4.291352930317336,1.7826086956521738,2.145676465158668,d3_forecast,79.69514639167883,0.0,0.0,1.0,0.6318823649463335,125.47,162.41729413936534,20378.49789566617,0.0,20378.49789566617,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,23.0
SKU04490,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,131.0,0.0,131.0,14.0,142.0,6.666666666666667,3.3333333333333335,4.5,d3_forecast,39.3,0.0,0.0,1.0,,172.97,117.66666666666667,20352.803333333333,0.0,20352.803333333333,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU00637,Grocery,Flour & Atta,2025-12-31 00:00:00,132.0,0.0,132.0,14.0,88.0,2.0,1.0,1.0,d3_forecast,132.0,0.0,0.0,1.0,0.0,158.92,128.0,20341.76,0.0,20341.76,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,low_history,4.0
SKU01493,Home Care,Pest Control,2025-12-31 00:00:00,185.0,0.0,185.0,14.0,208.0,2.0,1.0,1.0,d3_forecast,185.0,0.0,0.0,1.0,,112.29,181.0,20324.49,0.0,20324.49,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU00215,Beverages,Juices,2025-12-31 00:00:00,352.0,0.0,352.0,14.0,212.0,3.3333333333333335,1.6666666666666667,2.0,d3_forecast,211.2,0.0,0.0,1.0,,58.8,345.3333333333333,20305.6,0.0,20305.6,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU01638,Beverages,Soft Drinks,2025-12-31 00:00:00,279.0,0.0,279.0,14.0,111.0,2.0,1.0,1.0,d3_forecast,279.0,0.0,0.0,1.0,,73.74,275.0,20278.5,0.0,20278.5,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,3.0
SKU01798,Stationery & Office,Writing Instruments,2025-12-31 00:00:00,221.0,0.0,221.0,14.0,110.0,6.0,3.0,4.0,d3_forecast,73.66666666666667,0.0,0.0,1.0,,96.84,209.0,20239.56,0.0,20239.56,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01255,Snacks & Confectionery,Candy,2025-12-31 00:00:00,170.0,0.0,170.0,14.0,150.0,3.125,1.4545454545454546,1.5625,d3_forecast,108.8,0.0,0.0,1.0,0.4726917600297259,123.6,163.75,20239.5,0.0,20239.5,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,11.0
SKU03860,Beverages,Soft Drinks,2025-12-31 00:00:00,253.0,0.0,253.0,14.0,141.0,3.0,1.5,1.0,d3_forecast,168.66666666666666,0.0,0.0,1.0,,81.87,247.0,20221.89,0.0,20221.89,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU03032,Snacks & Confectionery,Chips & Crisps,2025-12-31 00:00:00,309.0,0.0,309.0,14.0,167.0,2.0,1.0,1.0,d3_forecast,309.0,0.0,0.0,1.0,,66.3,305.0,20221.5,0.0,20221.5,WATCH_VOLATILE,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,insufficient_data,2.0
SKU01469,Beverages,Juices,2025-12-31 00:00:00,380.0,0.0,380.0,14.0,190.0,4.25,2.0,2.125,d3_forecast,178.8235294117647,0.0,0.0,1.0,0.5976143046671968,54.43,371.5,20220.745,0.0,20220.745,MARKDOWN_CLEAR,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,ok,8.0
