sku_id,category,subcategory,launch_date,unit_cost,list_price
SKU02711,Snacks & Confectionery,Namkeen,2023-06-05,65.04,111.55
SKU02712,Stationery & Office,Writing Instruments,2022-03-06,113.59,168.07
SKU02713,Home & Kitchen,Home Decor,2023-03-26,1191.39,2081.15
SKU02714,Health & Wellness,First Aid,2023-08-09,425.44,694.67
SKU02715,Beverages,Juices,,92.36,122.27
SKU02716,Grocery,Flour & Atta,,332.95,511.85
SKU02717,Dairy & Bakery,Eggs,2023-06-19,150.46,188.3
SKU02718,Beverages,Soft Drinks,2023-07-04,101.03,136.71
SKU02719,Home & Kitchen,Storage & Containers,2024-06-28,1106.92,1796.28
SKU02720,Snacks & Confectionery,Chocolates,2022-04-05,77.25,139.98
SKU02721,Dairy & Bakery,Milk,2023-05-27,177.25,259.98
SKU02722,Stationery & Office,Notebooks,2022-11-27,163.76,225.42
SKU02723,Apparel & Footwear,Women's Wear,2022-01-12,2030.93,3042.95
SKU02724,Snacks & Confectionery,Biscuits & Cookies,2024-12-08,34.93,44.98
SKU02725,Personal Care,Hair Care,2025-04-29,100.91,136.0
SKU02726,Frozen Foods,Ice Cream,2022-02-03,564.36,829.86
SKU02727,Health & Wellness,First Aid,2025-07-27,273.08,492.28
SKU02728,Stationery & Office,Writing Instruments,2023-12-04,156.97,247.37
SKU02729,Home & Kitchen,Home Decor,2022-06-10,595.13,883.5
SKU02730,Stationery & Office,Notebooks,2024-03-12,151.49,247.3
SKU02731,Grocery,Cooking Oil,2022-02-20,99.45,130.96
SKU02732,Snacks & Confectionery,Chips & Crisps,2023-02-12,32.41,49.39
SKU02733,Frozen Foods,Ready Meals,2023-11-20,232.45,386.81
SKU02734,Grocery,Pulses & Lentils,2022-04-08,150.58,202.18
SKU02735,Personal Care,Men's Grooming,2023-03-10,416.77,593.63
SKU02736,Beverages,Juices,2022-12-23,91.99,153.51
SKU02737,Stationery & Office,Notebooks,2022-03-21,215.3,315.14
SKU02738,Grocery,Flour & Atta,2022-10-31,166.55,230.16
SKU02739,Beverages,Coffee,2025-03-19,44.82,67.69
SKU02740,Snacks & Confectionery,Chips & Crisps,2022-01-11,65.2,104.22
SKU02741,Beverages,Juices,2023-11-15,62.27,86.2
SKU02742,Frozen Foods,Ready Meals,2023-04-19,414.04,573.61
SKU02743,Personal Care,Hair Care,2023-03-21,254.62,459.4
SKU02744,Home & Kitchen,Cookware,2024-12-19,668.99,1099.36
SKU02745,Dairy & Bakery,Eggs,2022-01-24,171.86,241.52
SKU02746,Frozen Foods,Frozen Vegetables,2023-06-17,308.48,509.02
SKU02747,Health & Wellness,OTC Medicine,2022-06-08,443.77,561.26
SKU02748,Health & Wellness,OTC Medicine,2022-03-01,244.99,414.75
SKU02749,Apparel & Footwear,Footwear,2022-02-12,814.16,1104.61
SKU02750,Snacks & Confectionery,Biscuits & Cookies,2022-02-26,226.22,282.92
SKU02751,Frozen Foods,Frozen Vegetables,2022-01-09,412.59,648.07
SKU02752,Apparel & Footwear,Women's Wear,2022-12-01,494.74,705.99
SKU02753,Home & Kitchen,Storage & Containers,2022-03-05,459.27,796.75
SKU02754,Health & Wellness,OTC Medicine,2022-03-01,550.45,780.27
SKU02755,Health & Wellness,First Aid,2022-04-18,642.08,805.74
SKU02756,Home & Kitchen,Home Decor,2022-03-10,1512.52,1906.82
SKU02757,Health & Wellness,OTC Medicine,,124.73,191.03
SKU02758,Stationery & Office,Office Supplies,2024-11-28,149.77,198.33
SKU02759,Beverages,Soft Drinks,2023-04-13,113.32,149.76
SKU02760,Personal Care,Skin Care,2024-11-30,272.31,430.99
SKU02761,Beverages,Soft Drinks,,93.81,124.14
SKU02762,Beverages,Tea,2025-01-12,106.93,181.06
SKU02763,Home Care,Dishwashing,2022-06-11,96.74,121.73
SKU02764,Snacks & Confectionery,Candy,2024-02-03,135.63,177.05
SKU02765,Personal Care,Skin Care,2022-10-07,325.88,480.9
SKU02766,Home Care,Pest Control,2024-08-13,145.77,225.53
SKU02767,Health & Wellness,OTC Medicine,2024-09-08,1224.96,1557.51
SKU02768,Stationery & Office,Notebooks,2022-02-21,122.94,216.52
SKU02769,Home & Kitchen,Cookware,2022-01-07,489.23,725.22
SKU02770,Personal Care,Hair Care,2024-07-29,508.07,756.35
SKU02771,Dairy & Bakery,Butter & Ghee,2023-11-25,51.11,79.2
SKU02772,Apparel & Footwear,Women's Wear,2025-06-27,1299.27,2247.26
SKU02773,Beverages,Tea,2023-12-10,66.73,108.88
SKU02774,Frozen Foods,Frozen Vegetables,2022-04-14,585.12,735.28
SKU02775,Home Care,Laundry,,122.92,163.46
SKU02776,Snacks & Confectionery,Namkeen,2022-07-18,178.45,234.93
SKU02777,Health & Wellness,OTC Medicine,2022-11-05,475.83,702.45
SKU02778,Dairy & Bakery,Cheese,2022-02-06,122.48,171.19
SKU02779,Snacks & Confectionery,Candy,2023-02-22,80.28,118.72
SKU02780,Health & Wellness,First Aid,2022-11-08,569.66,791.92
SKU02781,Snacks & Confectionery,Biscuits & Cookies,2025-11-09,27.26,35.59
SKU02782,Electronics & Accessories,Mobile Accessories,2022-05-21,953.92,1562.14
SKU02783,Beverages,Bottled Water,2023-03-12,205.06,260.32
SKU02784,Home Care,Surface Cleaners,2023-11-08,116.08,149.12
SKU02785,Apparel & Footwear,Kids Wear,2022-01-31,744.26,1136.58
SKU02786,Snacks & Confectionery,Chips & Crisps,2022-03-06,55.51,69.89
SKU02787,Apparel & Footwear,Men's Wear,2022-09-19,1260.04,1635.08
SKU02788,Electronics & Accessories,Batteries,2022-01-16,815.13,1455.54
SKU02789,Home & Kitchen,Cookware,2023-01-14,755.65,1348.1
SKU02790,Snacks & Confectionery,Chips & Crisps,2022-07-09,51.58,70.96
SKU02791,Electronics & Accessories,Batteries,2022-01-13,361.77,485.0
SKU02792,Stationery & Office,Office Supplies,2022-05-20,204.09,333.39
SKU02793,Apparel & Footwear,Kids Wear,2024-11-03,1287.68,1908.56
SKU02794,Snacks & Confectionery,Chips & Crisps,,62.72,91.58
SKU02795,Apparel & Footwear,Footwear,2022-02-16,1329.64,2010.34
SKU02796,Beverages,Tea,2023-02-08,69.83,123.09
SKU02797,Health & Wellness,OTC Medicine,2022-09-23,223.98,370.39
SKU02798,Home Care,Laundry,2022-09-08,355.49,471.71
SKU02799,Frozen Foods,Ice Cream,2022-09-04,298.3,524.92
SKU02800,Frozen Foods,Frozen Vegetables,2024-12-29,225.89,320.17
SKU02801,Grocery,Flour & Atta,2022-10-10,204.32,288.37
SKU02802,Frozen Foods,Frozen Vegetables,2022-08-06,314.51,398.56
SKU02803,Stationery & Office,Office Supplies,2022-07-27,90.75,113.88
SKU02804,Home Care,Laundry,2022-07-20,284.19,361.44
SKU02805,Dairy & Bakery,Bread,2022-02-13,56.49,82.43
SKU02806,Stationery & Office,Notebooks,2022-02-08,45.97,82.03
SKU02807,Beverages,Coffee,2022-02-17,114.74,185.26
SKU02808,Home Care,Surface Cleaners,2023-01-30,315.51,471.71
SKU02809,Frozen Foods,Ready Meals,2022-01-27,297.9,532.18
SKU02810,Home Care,Air Fresheners,,89.44,159.93
SKU02811,Stationery & Office,Writing Instruments,2024-01-13,170.71,270.53
SKU02812,Home Care,Laundry,2022-06-25,194.1,300.07
SKU02813,Stationery & Office,Writing Instruments,2022-09-17,174.16,250.52
SKU02814,Grocery,Cooking Oil,2023-05-14,120.74,154.16
SKU02815,Electronics & Accessories,Mobile Accessories,2023-02-23,446.34,689.01
SKU02816,Health & Wellness,First Aid,2022-10-05,734.19,1306.34
SKU02817,Snacks & Confectionery,Biscuits & Cookies,2023-09-23,97.94,142.98
SKU02818,Snacks & Confectionery,Biscuits & Cookies,2025-12-12,49.19,76.92
SKU02819,Electronics & Accessories,Mobile Accessories,2022-06-12,900.0,1160.88
SKU02820,Health & Wellness,First Aid,2023-09-05,565.31,859.3
SKU02821,Health & Wellness,Vitamins & Supplements,2022-01-24,608.89,965.81
SKU02822,Grocery,Rice & Grains,,242.81,332.18
SKU02823,Health & Wellness,First Aid,2022-02-28,401.72,596.63
SKU02824,Stationery & Office,Notebooks,2022-07-01,37.28,54.13
SKU02825,Grocery,Rice & Grains,2022-03-21,124.79,212.23
SKU02826,Home Care,Surface Cleaners,2022-05-21,282.2,438.33
SKU02827,Home Care,Laundry,2024-05-06,72.57,129.22
SKU02828,Home & Kitchen,Home Decor,2022-12-17,1225.53,1658.99
SKU02829,Dairy & Bakery,Butter & Ghee,2023-06-14,272.45,445.62
SKU02830,Home Care,Pest Control,2022-04-12,87.37,150.61
SKU02831,Electronics & Accessories,Small Appliances,2023-03-27,2001.7,2870.32
SKU02832,Grocery,Sugar & Salt,2024-11-06,270.91,389.88
SKU02833,Apparel & Footwear,Kids Wear,2022-06-04,2468.33,3924.53
SKU02834,Apparel & Footwear,Women's Wear,2022-04-19,1438.32,1819.31
SKU02835,Electronics & Accessories,Small Appliances,2023-06-11,1090.64,1538.54
SKU02836,Health & Wellness,Vitamins & Supplements,2022-01-07,894.75,1144.77
SKU02837,Electronics & Accessories,Small Appliances,2022-03-16,1673.66,2677.22
SKU02838,Apparel & Footwear,Women's Wear,2022-02-09,451.19,655.85
SKU02839,Home & Kitchen,Cookware,2022-12-08,1234.32,1889.13
SKU02840,Home Care,Dishwashing,2022-01-02,174.46,267.04
SKU02841,Home Care,Dishwashing,2022-12-24,152.83,271.96
SKU02842,Health & Wellness,Vitamins & Supplements,,323.83,535.34
SKU02843,Snacks & Confectionery,Namkeen,2023-10-25,66.87,87.14
SKU02844,Home & Kitchen,Cookware,2022-05-26,1053.71,1381.98
SKU02845,Apparel & Footwear,Footwear,2024-03-06,2047.79,3553.49
SKU02846,Health & Wellness,First Aid,2022-08-19,1040.14,1875.69
SKU02847,Dairy & Bakery,Eggs,2022-01-25,149.56,259.88
SKU02848,Personal Care,Hair Care,2022-05-10,237.05,334.01
SKU02849,Home Care,Laundry,2022-01-14,44.71,73.3
SKU02850,Health & Wellness,Vitamins & Supplements,2022-11-11,193.74,261.58
SKU02851,Apparel & Footwear,Kids Wear,2022-07-27,1574.02,2854.29
SKU02852,Electronics & Accessories,Small Appliances,2022-07-18,1412.39,1937.58
SKU02853,Stationery & Office,Notebooks,,115.44,149.61
SKU02854,Stationery & Office,Writing Instruments,2022-01-09,97.26,173.3
SKU02855,Electronics & Accessories,Small Appliances,2024-05-30,2416.26,3150.9
SKU02856,Personal Care,Men's Grooming,2023-08-25,164.82,211.45
SKU02857,Health & Wellness,First Aid,,360.97,527.76
SKU02858,Home Care,Dishwashing,2022-01-27,56.34,90.7
SKU02859,Health & Wellness,Vitamins & Supplements,2022-11-16,175.09,253.49
SKU02860,Apparel & Footwear,Kids Wear,2024-02-23,1166.95,1859.24
SKU02861,Personal Care,Oral Care,2023-05-19,458.65,585.54
SKU02862,Frozen Foods,Frozen Vegetables,2025-04-14,469.74,684.84
SKU02863,Grocery,Rice & Grains,2022-11-08,83.13,110.89
SKU02864,Electronics & Accessories,Batteries,2024-12-26,192.95,274.66
SKU02865,Home Care,Air Fresheners,2023-06-21,325.2,522.75
SKU02866,Home Care,Laundry,2022-05-28,63.63,94.26
SKU02867,Frozen Foods,Frozen Meat,,716.19,930.15
SKU02868,Snacks & Confectionery,Chips & Crisps,2023-08-13,117.31,181.68
SKU02869,Health & Wellness,Vitamins & Supplements,2022-09-08,650.37,1023.67
SKU02870,Electronics & Accessories,Batteries,2022-01-02,627.11,794.71
SKU02871,Personal Care,Hair Care,2022-05-18,239.42,377.93
SKU02872,Beverages,Juices,2022-02-24,59.23,77.44
SKU02873,Personal Care,Men's Grooming,2022-01-11,227.65,382.88
SKU02874,Snacks & Confectionery,Chips & Crisps,,126.85,169.6
SKU02875,Personal Care,Skin Care,,105.59,150.02
SKU02876,Health & Wellness,OTC Medicine,2024-01-16,469.47,809.36
SKU02877,Beverages,Tea,2022-06-10,52.47,92.7
SKU02878,Electronics & Accessories,Mobile Accessories,2024-11-13,1808.15,2895.0
SKU02879,Snacks & Confectionery,Chocolates,2024-07-25,94.1,131.72
SKU02880,Home & Kitchen,Storage & Containers,2022-07-05,1855.72,2899.44
SKU02881,Electronics & Accessories,Mobile Accessories,2022-12-20,1095.87,1773.86
SKU02882,Dairy & Bakery,Bread,2022-04-17,102.33,147.14
SKU02883,Frozen Foods,Ice Cream,2022-02-11,819.68,1040.02
SKU02884,Beverages,Juices,,100.8,173.65
SKU02885,Beverages,Coffee,2022-02-04,84.58,118.94
SKU02886,Stationery & Office,Writing Instruments,2022-03-25,213.47,274.35
SKU02887,Apparel & Footwear,Footwear,2022-12-31,1421.59,2074.48
SKU02888,Beverages,Soft Drinks,2023-04-10,109.69,138.67
SKU02889,Dairy & Bakery,Cheese,2023-04-30,128.96,184.37
SKU02890,Snacks & Confectionery,Namkeen,2022-12-13,113.91,158.62
SKU02891,Personal Care,Men's Grooming,2022-01-12,384.81,514.58
SKU02892,Dairy & Bakery,Cheese,2022-03-03,46.22,77.05
SKU02893,Dairy & Bakery,Yogurt,2022-05-19,225.78,327.2
SKU02894,Frozen Foods,Frozen Vegetables,2022-02-07,194.69,276.72
SKU02895,Snacks & Confectionery,Chocolates,2025-08-03,69.15,119.21
SKU02896,Home & Kitchen,Cookware,2022-07-24,1004.33,1512.83
SKU02897,Electronics & Accessories,Batteries,2022-05-26,1735.84,2337.3
SKU02898,Apparel & Footwear,Footwear,2022-04-10,554.23,989.39
SKU02899,Snacks & Confectionery,Namkeen,2024-01-25,134.18,205.36
SKU02900,Electronics & Accessories,Small Appliances,2022-03-14,1078.99,1839.94
SKU02901,Home & Kitchen,Cookware,2023-08-31,642.5,1081.76
SKU02902,Snacks & Confectionery,Candy,2022-09-01,57.33,84.54
SKU02903,Apparel & Footwear,Women's Wear,2022-04-27,1201.56,2155.76
SKU02904,Personal Care,Bath & Body,2023-01-30,205.13,312.58
SKU02905,Apparel & Footwear,Kids Wear,2023-10-15,482.8,867.68
SKU02906,Home Care,Air Fresheners,2022-12-14,124.66,159.53
SKU02907,Apparel & Footwear,Kids Wear,,1152.38,1495.16
SKU02908,Beverages,Bottled Water,2024-03-29,196.76,326.35
SKU02909,Personal Care,Bath & Body,2023-11-24,335.66,592.56
SKU02910,Dairy & Bakery,Yogurt,,88.2,143.97
SKU02911,Snacks & Confectionery,Biscuits & Cookies,2024-11-05,74.22,133.23
SKU02912,Dairy & Bakery,Bread,2022-01-03,114.46,156.0
SKU02913,Personal Care,Skin Care,2022-07-15,241.76,348.62
SKU02914,Beverages,Bottled Water,2022-05-30,104.91,152.94
SKU02915,Electronics & Accessories,Small Appliances,2022-03-02,1746.3,2288.75
SKU02916,Frozen Foods,Ice Cream,2022-11-26,610.25,811.15
SKU02917,Apparel & Footwear,Men's Wear,2023-11-13,694.33,1064.57
SKU02918,Electronics & Accessories,Batteries,2022-05-02,1612.16,2294.61
SKU02919,Beverages,Coffee,2025-01-11,77.83,117.84
SKU02920,Grocery,Rice & Grains,2022-07-08,48.34,68.47
SKU02921,Home Care,Laundry,2022-05-13,187.85,319.54
SKU02922,Home Care,Dishwashing,2023-05-11,133.22,213.14
SKU02923,Snacks & Confectionery,Namkeen,2022-09-28,76.12,124.18
SKU02924,Apparel & Footwear,Women's Wear,2022-01-22,905.78,1530.37
SKU02925,Frozen Foods,Ready Meals,2025-04-16,347.35,531.55
SKU02926,Electronics & Accessories,Small Appliances,2023-08-28,1600.86,2188.09
SKU02927,Beverages,Tea,2022-04-08,124.94,192.51
SKU02928,Apparel & Footwear,Women's Wear,2022-06-14,1469.0,1846.27
SKU02929,Snacks & Confectionery,Chips & Crisps,2022-09-27,71.69,114.61
SKU02930,Home Care,Pest Control,2022-01-01,133.92,170.16
SKU02931,Home Care,Pest Control,2022-06-10,76.41,127.7
SKU02932,Apparel & Footwear,Women's Wear,2024-03-05,382.23,606.53
SKU02933,Dairy & Bakery,Bread,2023-06-12,54.41,92.06
SKU02934,Snacks & Confectionery,Namkeen,2023-10-05,68.62,112.59
SKU02935,Personal Care,Bath & Body,2022-03-20,254.7,432.23
SKU02936,Personal Care,Skin Care,2022-02-26,139.92,198.13
SKU02937,Snacks & Confectionery,Namkeen,2023-03-02,105.47,175.74
SKU02938,Snacks & Confectionery,Candy,2024-01-01,47.72,83.54
SKU02939,Snacks & Confectionery,Namkeen,2023-02-12,50.97,82.66
SKU02940,Home Care,Surface Cleaners,2024-08-01,231.89,322.25
SKU02941,Personal Care,Oral Care,2024-09-18,165.56,251.94
SKU02942,Personal Care,Hair Care,2023-12-02,366.94,622.94
SKU02943,Electronics & Accessories,Batteries,2022-02-20,514.91,909.95
SKU02944,Snacks & Confectionery,Biscuits & Cookies,2023-03-05,123.25,168.3
SKU02945,Home & Kitchen,Storage & Containers,2024-03-29,628.97,866.32
SKU02946,Apparel & Footwear,Women's Wear,,1350.64,2029.87
SKU02947,Snacks & Confectionery,Biscuits & Cookies,2022-04-09,91.72,134.5
SKU02948,Dairy & Bakery,Butter & Ghee,2022-06-11,224.46,367.9
SKU02949,Snacks & Confectionery,Chips & Crisps,2022-05-22,105.41,157.02
SKU02950,Dairy & Bakery,Eggs,2022-12-10,183.84,251.09
SKU02951,Personal Care,Oral Care,2023-07-20,285.28,384.02
SKU02952,Beverages,Energy Drinks,2023-01-16,100.84,158.78
SKU02953,Grocery,Pulses & Lentils,2023-12-27,148.96,206.97
SKU02954,Home Care,Air Fresheners,2022-02-20,405.19,603.3
SKU02955,Electronics & Accessories,Mobile Accessories,2022-11-05,471.73,641.96
SKU02956,Dairy & Bakery,Bread,2023-10-18,188.75,261.17
SKU02957,Home & Kitchen,Storage & Containers,2023-08-21,769.98,1043.91
SKU02958,Personal Care,Oral Care,2023-05-27,308.43,521.69
SKU02959,Home & Kitchen,Storage & Containers,2022-01-20,1198.96,1901.51
SKU02960,Snacks & Confectionery,Candy,2022-02-17,38.07,61.77
SKU02961,Frozen Foods,Frozen Meat,2022-07-17,748.45,1130.98
SKU02962,Apparel & Footwear,Footwear,2023-02-07,470.41,706.08
SKU02963,Grocery,Pulses & Lentils,2023-05-21,197.95,276.15
SKU02964,Stationery & Office,Notebooks,2024-06-08,148.88,215.02
SKU02965,Personal Care,Hair Care,2024-08-09,104.72,150.68
SKU02966,Home Care,Pest Control,2022-07-09,46.99,66.34
SKU02967,Health & Wellness,Vitamins & Supplements,2022-09-23,454.65,735.42
SKU02968,Health & Wellness,First Aid,2022-09-15,613.57,1011.61
SKU02969,Grocery,Cooking Oil,2024-05-14,75.47,125.0
SKU02970,Home & Kitchen,Home Decor,,418.92,562.41
SKU02971,Health & Wellness,First Aid,2022-06-09,498.41,867.83
SKU02972,Stationery & Office,Office Supplies,2022-08-15,62.17,98.84
SKU02973,Home Care,Air Fresheners,2022-01-17,150.65,242.96
SKU02974,Health & Wellness,OTC Medicine,2022-08-04,570.27,817.03
SKU02975,Home Care,Air Fresheners,2023-05-03,473.92,606.78
SKU02976,Home & Kitchen,Cookware,2022-06-14,644.69,837.64
SKU02977,Apparel & Footwear,Women's Wear,2023-06-08,1299.19,2254.18
SKU02978,Home & Kitchen,Storage & Containers,2022-01-05,1241.29,1811.96
SKU02979,Frozen Foods,Frozen Vegetables,2022-01-15,265.07,473.94
SKU02980,Apparel & Footwear,Men's Wear,2022-10-27,1338.46,1789.14
SKU02981,Personal Care,Skin Care,2025-01-03,232.41,361.07
SKU02982,Home Care,Air Fresheners,2023-05-11,249.78,413.73
SKU02983,Apparel & Footwear,Kids Wear,2022-01-25,713.11,1062.71
SKU02984,Grocery,Pulses & Lentils,2022-12-29,240.52,365.1
SKU02985,Electronics & Accessories,Small Appliances,2022-07-09,566.22,720.58
SKU02986,Grocery,Spices & Seasoning,,204.57,366.41
SKU02987,Frozen Foods,Ready Meals,2022-09-04,552.58,701.69
SKU02988,Home Care,Pest Control,2023-01-02,153.96,252.98
SKU02989,Home Care,Pest Control,,109.26,186.36
SKU02990,Home Care,Laundry,2023-04-22,236.26,321.24
SKU02991,Home Care,Air Fresheners,2022-02-05,72.6,106.67
SKU02992,Personal Care,Hair Care,2023-05-22,284.9,368.13
SKU02993,Home Care,Surface Cleaners,2022-02-18,268.44,391.51
SKU02994,Frozen Foods,Ice Cream,2023-12-15,479.24,708.55
SKU02995,Apparel & Footwear,Kids Wear,2022-05-12,407.07,676.72
SKU02996,Frozen Foods,Frozen Meat,2022-04-01,427.68,543.13
SKU02997,Health & Wellness,OTC Medicine,,833.95,1164.54
SKU02998,Home & Kitchen,Cookware,2022-03-13,624.22,891.24
SKU02999,Stationery & Office,Notebooks,2022-03-03,230.02,307.71
SKU03000,Beverages,Soft Drinks,2023-12-01,99.51,172.96
SKU03001,Electronics & Accessories,Small Appliances,2023-01-15,2081.57,2715.32
SKU03002,Snacks & Confectionery,Chocolates,2022-01-01,35.4,52.44
SKU03003,Snacks & Confectionery,Chocolates,2022-12-08,106.08,141.34
SKU03004,Apparel & Footwear,Kids Wear,2022-08-24,1519.92,2087.35
SKU03005,Grocery,Cooking Oil,2024-10-02,88.29,133.21
SKU03006,Home & Kitchen,Storage & Containers,2022-10-31,808.32,1088.75
SKU03007,Apparel & Footwear,Men's Wear,2022-12-31,1787.31,2447.79
SKU03008,Stationery & Office,Notebooks,2023-05-05,154.92,281.2
SKU03009,Electronics & Accessories,Small Appliances,2022-03-31,2047.94,2815.76
SKU03010,Home & Kitchen,Storage & Containers,2023-04-16,520.54,768.67
SKU03011,Beverages,Juices,2022-01-31,82.89,109.09
SKU03012,Home & Kitchen,Storage & Containers,,856.33,1138.11
SKU03013,Beverages,Bottled Water,2024-12-28,59.98,101.21
SKU03014,Dairy & Bakery,Cheese,2024-11-21,83.4,150.16
SKU03015,Beverages,Juices,,37.66,62.87
SKU03016,Personal Care,Bath & Body,2022-10-07,171.54,233.3
SKU03017,Electronics & Accessories,Mobile Accessories,2022-12-01,2423.56,3156.34
SKU03018,Dairy & Bakery,Cheese,2023-04-18,124.38,171.53
SKU03019,Apparel & Footwear,Women's Wear,2023-10-06,826.16,1094.04
SKU03020,Health & Wellness,First Aid,2022-06-15,192.75,276.62
SKU03021,Health & Wellness,OTC Medicine,2022-02-19,788.52,1165.36
SKU03022,Stationery & Office,Office Supplies,2023-10-17,68.61,86.56
SKU03023,Home Care,Dishwashing,2025-12-30,283.89,497.92
SKU03024,Personal Care,Oral Care,2022-07-03,183.57,280.12
SKU03025,Stationery & Office,Notebooks,2022-01-07,245.43,396.16
SKU03026,Frozen Foods,Ice Cream,2022-04-03,433.77,747.22
SKU03027,Health & Wellness,Vitamins & Supplements,2022-03-09,508.08,724.38
SKU03028,Dairy & Bakery,Milk,2022-06-03,149.22,242.32
SKU03029,Snacks & Confectionery,Namkeen,2022-05-06,44.8,67.29
SKU03030,Snacks & Confectionery,Chips & Crisps,2022-01-11,63.46,108.63
SKU03031,Snacks & Confectionery,Chocolates,2025-01-13,113.9,175.91
SKU03032,Snacks & Confectionery,Chips & Crisps,2024-02-23,66.3,110.49
SKU03033,Electronics & Accessories,Small Appliances,2023-11-11,1077.22,1391.33
SKU03034,Grocery,Spices & Seasoning,2022-04-08,158.24,232.5
SKU03035,Health & Wellness,First Aid,2024-12-10,1025.81,1367.96
SKU03036,Stationery & Office,Office Supplies,,147.42,219.56
SKU03037,Apparel & Footwear,Women's Wear,2023-06-18,894.3,1595.26
SKU03038,Personal Care,Skin Care,2022-01-03,147.66,204.05
SKU03039,Grocery,Rice & Grains,,76.02,135.27
SKU03040,Home & Kitchen,Cookware,2022-02-21,1550.9,2390.56
SKU03041,Grocery,Pulses & Lentils,2022-07-19,220.14,320.56
SKU03042,Electronics & Accessories,Mobile Accessories,2025-02-18,1978.64,2656.05
SKU03043,Electronics & Accessories,Mobile Accessories,2022-11-23,3398.16,4386.71
SKU03044,Snacks & Confectionery,Chocolates,2022-04-18,44.91,74.7
SKU03045,Electronics & Accessories,Mobile Accessories,2022-06-09,2588.43,3615.67
SKU03046,Snacks & Confectionery,Namkeen,2022-02-25,73.34,109.87
SKU03047,Snacks & Confectionery,Biscuits & Cookies,2022-08-21,145.99,196.79
SKU03048,Apparel & Footwear,Kids Wear,2022-08-30,962.71,1226.44
SKU03049,Stationery & Office,Writing Instruments,2023-03-24,182.7,267.4
SKU03050,Dairy & Bakery,Yogurt,2022-01-17,170.49,274.23
SKU03051,Stationery & Office,Writing Instruments,2022-07-02,151.93,202.67
SKU03052,Home & Kitchen,Cookware,2022-02-13,1528.57,2242.35
SKU03053,Apparel & Footwear,Kids Wear,2022-02-28,3149.1,4086.72
SKU03054,Beverages,Tea,2022-04-13,62.69,90.66
SKU03055,Dairy & Bakery,Butter & Ghee,2022-06-18,102.42,130.59
SKU03056,Electronics & Accessories,Batteries,2025-01-02,593.22,1070.06
SKU03057,Stationery & Office,Writing Instruments,2022-02-22,151.61,206.34
SKU03058,Apparel & Footwear,Women's Wear,2022-05-09,765.86,1202.99
SKU03059,Home Care,Dishwashing,2024-02-04,407.15,567.73
SKU03060,Snacks & Confectionery,Candy,2025-06-27,91.27,116.18
SKU03061,Stationery & Office,Office Supplies,2022-10-29,167.42,234.65
SKU03062,Dairy & Bakery,Milk,2023-10-13,184.41,250.47
SKU03063,Personal Care,Men's Grooming,2022-02-15,214.34,363.59
SKU03064,Stationery & Office,Office Supplies,2022-08-20,146.7,247.54
SKU03065,Frozen Foods,Frozen Vegetables,,145.54,209.91
SKU03066,Dairy & Bakery,Eggs,2022-10-11,141.16,214.65
SKU03067,Grocery,Flour & Atta,2022-12-12,58.98,102.08
SKU03068,Home Care,Pest Control,2022-09-20,137.54,187.88
SKU03069,Stationery & Office,Writing Instruments,2025-08-20,214.74,296.3
SKU03070,Home Care,Surface Cleaners,2023-02-01,300.47,524.48
SKU03071,Electronics & Accessories,Mobile Accessories,2023-03-14,690.95,1229.09
SKU03072,Dairy & Bakery,Cheese,2022-04-27,129.84,201.4
SKU03073,Apparel & Footwear,Kids Wear,2025-10-23,1129.75,1595.17
SKU03074,Apparel & Footwear,Footwear,2022-07-05,2251.51,2911.21
SKU03075,Health & Wellness,OTC Medicine,2023-03-29,863.17,1310.56
SKU03076,Apparel & Footwear,Footwear,2022-10-19,623.29,1091.52
SKU03077,Frozen Foods,Ice Cream,2022-05-30,287.13,377.75
SKU03078,Personal Care,Oral Care,2022-01-18,210.89,362.84
SKU03079,Electronics & Accessories,Batteries,2024-11-23,930.96,1312.41
SKU03080,Home & Kitchen,Home Decor,2022-09-24,342.62,524.39
SKU03081,Home & Kitchen,Cookware,2023-12-21,1239.51,1594.44
SKU03082,Snacks & Confectionery,Biscuits & Cookies,2023-11-16,21.56,29.69
SKU03083,Electronics & Accessories,Small Appliances,2022-03-03,419.85,763.32
SKU03084,Grocery,Flour & Atta,2022-10-21,73.5,114.28
SKU03085,Frozen Foods,Frozen Meat,2024-05-02,274.24,460.85
SKU03086,Frozen Foods,Ready Meals,2024-03-18,254.69,410.21
SKU03087,Personal Care,Men's Grooming,2022-03-03,214.82,330.63
SKU03088,Stationery & Office,Notebooks,2022-03-25,153.21,223.55
SKU03089,Home & Kitchen,Storage & Containers,2023-02-05,1178.03,1571.55
SKU03090,Grocery,Cooking Oil,2022-02-09,80.53,140.89
SKU03091,Snacks & Confectionery,Namkeen,2022-08-05,59.47,90.07
SKU03092,Snacks & Confectionery,Candy,2023-09-14,82.54,108.22
SKU03093,Home & Kitchen,Storage & Containers,2022-06-01,273.75,416.0
SKU03094,Frozen Foods,Ready Meals,2022-03-03,230.79,339.49
SKU03095,Electronics & Accessories,Batteries,,1196.32,1606.55
SKU03096,Apparel & Footwear,Footwear,2024-05-21,1230.45,1689.66
SKU03097,Apparel & Footwear,Women's Wear,2022-05-30,1124.51,1659.8
SKU03098,Beverages,Bottled Water,2022-01-10,112.72,142.36
