date,sku_id,units_sold,revenue,unit_price,promo_flag,week,month,season,is_holiday,promo_event,category,subcategory,launch_date,unit_cost,list_price
2024-04-14,SKU02660,3,123.36,81.91,1,15,4,Spring,,Summer Offer,Snacks & Confectionery,Biscuits & Cookies,2022-03-12,53.4,81.91
2024-04-14,SKU02930,2,170.84,170.16,1,15,4,Spring,,Summer Offer,Home Care,Pest Control,2022-01-01,133.92,170.16
2024-04-14,SKU02967,5,1845.9,735.42,1,15,4,Spring,,Summer Offer,Health & Wellness,Vitamins & Supplements,2022-09-23,454.65,735.42
2024-04-14,SKU03460,1,1523.53,3034.93,1,15,4,Spring,,Summer Offer,Electronics & Accessories,Mobile Accessories,2022-09-19,1689.44,3034.93
2024-04-14,SKU04066,1,138.31,275.52,1,15,4,Spring,,Summer Offer,Stationery & Office,Notebooks,2024-04-14,152.04,275.52
2024-04-14,SKU04321,1,482.57,961.3,1,15,4,Spring,,Summer Offer,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-14,SKU04350,1,198.25,394.93,1,15,4,Spring,,Summer Offer,Personal Care,Skin Care,2022-03-16,254.76,394.93
2024-04-14,SKU04933,3,277.65,184.36,1,15,4,Spring,,Summer Offer,Grocery,Pulses & Lentils,2022-10-26,119.29,184.36
2024-04-15,SKU00002,3,105.99,70.38,1,16,4,Spring,,Mega Deal Days,Dairy & Bakery,Bread,2022-01-02,49.57,70.38
2024-04-15,SKU00062,1,250.72,499.45,1,16,4,Spring,,Mega Deal Days,Electronics & Accessories,Mobile Accessories,2022-01-17,291.09,499.45
2024-04-15,SKU00119,1,483.9,963.94,1,16,4,Spring,,Mega Deal Days,Health & Wellness,OTC Medicine,2022-08-06,713.33,963.94
2024-04-15,SKU00285,3,761.54,505.67,1,16,4,Spring,,Mega Deal Days,Home Care,Surface Cleaners,2022-01-24,387.2,505.67
2024-04-15,SKU00341,1,48.01,95.64,1,16,4,Spring,,Mega Deal Days,Stationery & Office,Writing Instruments,2024-01-27,71.43,95.64
2024-04-15,SKU00484,4,359.51,179.04,1,16,4,Spring,,Mega Deal Days,Personal Care,Hair Care,2022-04-07,105.25,179.04
2024-04-15,SKU00578,4,230.76,114.92,1,16,4,Spring,,Mega Deal Days,Beverages,Soft Drinks,2023-07-20,64.82,114.92
2024-04-15,SKU00994,2,604.54,602.13,1,16,4,Spring,,Mega Deal Days,Home & Kitchen,Home Decor,2022-01-16,395.46,602.13
2024-04-15,SKU02087,1,31.62,62.98,1,16,4,Spring,,Mega Deal Days,Snacks & Confectionery,Candy,2022-02-03,34.88,62.98
2024-04-15,SKU02621,2,901.94,898.35,1,16,4,Spring,,Mega Deal Days,Health & Wellness,Vitamins & Supplements,2022-12-21,564.78,898.35
2024-04-15,SKU02699,4,190.48,94.86,1,16,4,Spring,,Mega Deal Days,Dairy & Bakery,Milk,2022-12-07,53.98,94.86
2024-04-15,SKU03379,2,57.62,57.39,1,16,4,Spring,,Mega Deal Days,Snacks & Confectionery,Candy,2022-02-25,41.62,57.39
2024-04-15,SKU03877,1,43.95,87.54,1,16,4,Spring,,Mega Deal Days,Snacks & Confectionery,Candy,2024-04-15,64.33,87.54
2024-04-15,SKU04191,5,267.82,106.7,1,16,4,Spring,,Mega Deal Days,Grocery,Spices & Seasoning,2022-01-10,80.76,106.7
2024-04-15,SKU04321,11,5308.3,961.3,1,16,4,Spring,,Mega Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-15,SKU04329,1,1230.94,2452.07,1,16,4,Spring,,Mega Deal Days,Home & Kitchen,Cookware,2022-03-03,1697.55,2452.07
2024-04-15,SKU04381,1,96.42,192.07,1,16,4,Spring,,Mega Deal Days,Grocery,Spices & Seasoning,2022-01-20,120.17,192.07
2024-04-15,SKU04835,4,124.7,62.1,1,16,4,Spring,,Mega Deal Days,Snacks & Confectionery,Biscuits & Cookies,2022-06-08,36.16,62.1
2024-04-16,SKU00285,1,253.85,505.67,1,16,4,Spring,,Mega Deal Days,Home Care,Surface Cleaners,2022-01-24,387.2,505.67
2024-04-16,SKU00564,1,668.88,1332.43,1,16,4,Spring,,Mega Deal Days,Apparel & Footwear,Kids Wear,2024-04-16,742.02,1332.43
2024-04-16,SKU01507,1,110.86,220.84,1,16,4,Spring,,Mega Deal Days,Home & Kitchen,Home Decor,2022-01-13,153.68,220.84
2024-04-16,SKU01940,1,64.12,127.72,1,16,4,Spring,,Mega Deal Days,Grocery,Pulses & Lentils,2022-02-13,74.5,127.72
2024-04-16,SKU03727,2,1667.57,1660.93,1,16,4,Spring,,Mega Deal Days,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2024-04-17,SKU00555,1,38.99,77.66,1,16,4,Spring,,Mega Deal Days,Beverages,Juices,2022-11-03,46.22,77.66
2024-04-17,SKU00743,2,762.34,759.3,1,16,4,Spring,,Mega Deal Days,Frozen Foods,Frozen Vegetables,2022-10-11,443.99,759.3
2024-04-17,SKU01014,2,275.6,274.5,1,16,4,Spring,,Mega Deal Days,Frozen Foods,Frozen Vegetables,2022-06-27,173.65,274.5
2024-04-17,SKU01059,3,266.55,176.99,1,16,4,Spring,,Mega Deal Days,Dairy & Bakery,Cheese,2022-12-28,112.96,176.99
2024-04-17,SKU02336,1,169.21,337.07,1,16,4,Spring,,Mega Deal Days,Personal Care,Men's Grooming,2022-03-06,269.19,337.07
2024-04-17,SKU03391,1,722.98,1440.2,1,16,4,Spring,,Mega Deal Days,Electronics & Accessories,Batteries,2022-12-04,1029.21,1440.2
2024-04-17,SKU03612,5,728.15,290.1,1,16,4,Spring,,Mega Deal Days,Frozen Foods,Ice Cream,2022-08-09,185.25,290.1
2024-04-17,SKU03876,4,467.42,232.78,1,16,4,Spring,,Mega Deal Days,Beverages,Energy Drinks,2022-06-18,140.09,232.78
2024-04-17,SKU04905,3,176.26,117.04,1,16,4,Spring,,Mega Deal Days,Grocery,Cooking Oil,2022-05-11,74.42,117.04
2024-04-18,SKU00126,2,506.88,253.44,,16,4,Spring,,Year-End Fest,Home Care,Dishwashing,2022-02-28,168.71,253.44
2024-04-18,SKU00426,2,1211.22,605.61,,16,4,Spring,,Year-End Fest,Personal Care,Oral Care,2022-05-08,395.71,605.61
2024-04-18,SKU00779,1,664.45,664.45,,16,4,Spring,,Year-End Fest,Home Care,Laundry,2023-08-08,505.04,664.45
2024-04-18,SKU01151,2,3678.44,1839.22,,16,4,Spring,,Year-End Fest,Apparel & Footwear,Women's Wear,2022-11-04,1189.74,1839.22
2024-04-18,SKU01237,1,974.68,974.68,,16,4,Spring,,Year-End Fest,Frozen Foods,Frozen Meat,2024-04-18,696.97,974.68
2024-04-18,SKU01716,3,1863.09,621.03,,16,4,Spring,,Year-End Fest,Personal Care,Men's Grooming,2022-03-10,349.3,621.03
2024-04-18,SKU02068,1,249.89,249.89,,16,4,Spring,,Year-End Fest,Stationery & Office,Notebooks,2022-01-31,149.93,249.89
2024-04-18,SKU02143,2,177.28,88.64,,16,4,Spring,,Year-End Fest,Snacks & Confectionery,Biscuits & Cookies,2024-04-18,66.9,88.64
2024-04-18,SKU02660,3,245.73,81.91,,16,4,Spring,,Year-End Fest,Snacks & Confectionery,Biscuits & Cookies,2022-03-12,53.4,81.91
2024-04-18,SKU03727,2,3321.86,1660.93,,16,4,Spring,,Year-End Fest,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2024-04-18,SKU04384,3,4845.0,1615.0,,16,4,Spring,,Year-End Fest,Apparel & Footwear,Kids Wear,2022-07-27,1000.89,1615.0
2024-04-18,SKU04633,1,620.55,620.55,,16,4,Spring,,Year-End Fest,Personal Care,Men's Grooming,2022-07-10,434.95,620.55
2024-04-19,SKU00086,1,2786.01,2786.01,,16,4,Spring,,Year-End Fest,Electronics & Accessories,Small Appliances,2022-01-07,2220.28,2786.01
2024-04-19,SKU00169,3,286.11,95.37,,16,4,Spring,,Year-End Fest,Stationery & Office,Office Supplies,2022-01-17,60.41,95.37
2024-04-19,SKU00206,3,653.28,217.76,,16,4,Spring,,Year-End Fest,Stationery & Office,Office Supplies,2022-09-19,167.56,217.76
2024-04-19,SKU00942,5,864.5,172.9,,16,4,Spring,,Year-End Fest,Home Care,Pest Control,2022-01-29,121.42,172.9
2024-04-19,SKU02503,5,1404.5,280.9,,16,4,Spring,,Year-End Fest,Stationery & Office,Notebooks,2022-06-20,220.49,280.9
2024-04-19,SKU02543,3,5868.72,1956.24,,16,4,Spring,,Year-End Fest,Home & Kitchen,Storage & Containers,2022-07-05,1248.98,1956.24
2024-04-19,SKU02720,1,139.98,139.98,,16,4,Spring,,Year-End Fest,Snacks & Confectionery,Chocolates,2022-04-05,77.25,139.98
2024-04-19,SKU02833,3,11773.59,3924.53,,16,4,Spring,,Year-End Fest,Apparel & Footwear,Kids Wear,2022-06-04,2468.33,3924.53
2024-04-19,SKU02840,1,267.04,267.04,,16,4,Spring,,Year-End Fest,Home Care,Dishwashing,2022-01-02,174.46,267.04
2024-04-19,SKU02930,1,170.16,170.16,,16,4,Spring,,Year-End Fest,Home Care,Pest Control,2022-01-01,133.92,170.16
2024-04-19,SKU02934,1,112.59,112.59,,16,4,Spring,,Year-End Fest,Snacks & Confectionery,Namkeen,2023-10-05,68.62,112.59
2024-04-19,SKU03030,3,325.89,108.63,,16,4,Spring,,Year-End Fest,Snacks & Confectionery,Chips & Crisps,2022-01-11,63.46,108.63
2024-04-19,SKU03145,4,189.76,47.44,,16,4,Spring,,Year-End Fest,Snacks & Confectionery,Chips & Crisps,2023-08-09,29.02,47.44
2024-04-19,SKU03996,2,609.1,304.55,,16,4,Spring,,Year-End Fest,Dairy & Bakery,Milk,2022-06-26,212.72,304.55
2024-04-19,SKU04232,2,185.49,98.56,1,16,4,Spring,,Year-End Fest,Beverages,Bottled Water,2022-02-23,71.79,98.56
2024-04-19,SKU04321,2,1922.6,961.3,,16,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-19,SKU04857,2,902.38,451.19,,16,4,Spring,,Year-End Fest,Home Care,Air Fresheners,2024-04-19,326.19,451.19
2024-04-20,SKU00116,2,634.24,317.12,,16,4,Spring,,Year-End Fest,Frozen Foods,Ready Meals,2022-02-10,220.62,317.12
2024-04-20,SKU00953,4,1095.96,273.99,,16,4,Spring,,Year-End Fest,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2024-04-20,SKU01049,2,1769.96,884.98,,16,4,Spring,,Year-End Fest,Apparel & Footwear,Men's Wear,2023-11-07,655.97,884.98
2024-04-20,SKU02644,4,2886.2,721.55,,16,4,Spring,,Year-End Fest,Frozen Foods,Frozen Meat,2022-03-22,557.16,721.55
2024-04-20,SKU02652,1,91.11,91.11,,16,4,Spring,,Year-End Fest,Home Care,Laundry,2022-07-08,53.74,91.11
2024-04-20,SKU02717,1,188.3,188.3,,16,4,Spring,,Year-End Fest,Dairy & Bakery,Eggs,2023-06-19,150.46,188.3
2024-04-20,SKU02983,1,1062.71,1062.71,,16,4,Spring,,Year-End Fest,Apparel & Footwear,Kids Wear,2022-01-25,713.11,1062.71
2024-04-20,SKU03182,1,857.46,857.46,,16,4,Spring,,Year-End Fest,Home & Kitchen,Cookware,2024-04-20,603.79,857.46
2024-04-20,SKU03769,1,96.33,96.33,,16,4,Spring,,Year-End Fest,Grocery,Spices & Seasoning,2022-02-04,61.11,96.33
2024-04-20,SKU04321,6,5767.8,961.3000000000001,,16,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-21,SKU00005,2,277.0,138.5,,16,4,Spring,,Year-End Fest,Home Care,Pest Control,2023-02-16,83.46,138.5
2024-04-21,SKU00484,4,716.16,179.04,,16,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-04-07,105.25,179.04
2024-04-21,SKU00815,1,43.87,43.87,,16,4,Spring,,Year-End Fest,Stationery & Office,Office Supplies,2022-04-22,28.99,43.87
2024-04-21,SKU00953,3,821.97,273.99,,16,4,Spring,,Year-End Fest,Stationery & Office,Writing Instruments,2022-02-09,178.24,273.99
2024-04-21,SKU01223,1,271.98,271.98,,16,4,Spring,,Year-End Fest,Home Care,Pest Control,2023-10-24,163.64,271.98
2024-04-21,SKU01325,1,267.7,267.7,,16,4,Spring,,Year-End Fest,Stationery & Office,Notebooks,2022-02-06,198.61,267.7
2024-04-21,SKU01343,1,332.15,332.15,,16,4,Spring,,Year-End Fest,Grocery,Pulses & Lentils,2022-02-12,217.25,332.15
2024-04-21,SKU01547,2,331.28,165.64,,16,4,Spring,,Year-End Fest,Home Care,Pest Control,2022-07-02,97.6,165.64
2024-04-21,SKU01775,3,612.45,204.15,,16,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-01-07,146.54,204.15
2024-04-21,SKU01833,2,125.18,62.59,,16,4,Spring,,Year-End Fest,Grocery,Sugar & Salt,2022-02-10,41.33,62.59
2024-04-21,SKU01871,3,465.75,155.25,,16,4,Spring,,Year-End Fest,Dairy & Bakery,Bread,2024-04-21,85.84,155.25
2024-04-21,SKU02333,1,53.1,53.1,,16,4,Spring,,Year-End Fest,Snacks & Confectionery,Chocolates,2022-03-01,34.47,53.1
2024-04-21,SKU02648,1,883.45,883.45,,16,4,Spring,,Year-End Fest,Frozen Foods,Frozen Vegetables,2022-01-16,591.38,883.45
2024-04-21,SKU02953,5,1034.85,206.96999999999997,,16,4,Spring,,Year-End Fest,Grocery,Pulses & Lentils,2023-12-27,148.96,206.97
2024-04-21,SKU03232,3,4610.02,2223.84,1,16,4,Spring,,Year-End Fest,Apparel & Footwear,Men's Wear,2022-02-05,1462.03,2223.84
2024-04-21,SKU03280,1,211.26,211.26,,16,4,Spring,,Year-End Fest,Dairy & Bakery,Bread,2022-12-12,127.34,211.26
2024-04-21,SKU03434,2,217.36,108.68,,16,4,Spring,,Year-End Fest,Dairy & Bakery,Milk,2022-01-06,66.07,108.68
2024-04-21,SKU04121,1,1735.36,2511.37,1,16,4,Spring,,Year-End Fest,Apparel & Footwear,Footwear,2022-08-06,1418.29,2511.37
2024-04-21,SKU04270,2,285.93,151.93,1,16,4,Spring,,Year-End Fest,Beverages,Bottled Water,2022-10-20,106.68,151.93
2024-04-21,SKU04321,5,4806.5,961.3,,16,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-21,SKU04381,1,192.07,192.07,,16,4,Spring,,Year-End Fest,Grocery,Spices & Seasoning,2022-01-20,120.17,192.07
2024-04-21,SKU04404,3,721.74,240.58,,16,4,Spring,,Year-End Fest,Frozen Foods,Frozen Meat,2022-03-08,143.16,240.58
2024-04-21,SKU04430,1,132.15,132.15,,16,4,Spring,,Year-End Fest,Dairy & Bakery,Eggs,2022-06-01,80.68,132.15
2024-04-21,SKU04551,1,2498.23,2498.23,,16,4,Spring,,Year-End Fest,Home & Kitchen,Cookware,2022-01-23,1452.98,2498.23
2024-04-21,SKU04596,2,671.1,335.55,,16,4,Spring,,Year-End Fest,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2024-04-21,SKU04749,1,1569.69,1569.69,,16,4,Spring,,Year-End Fest,Apparel & Footwear,Kids Wear,2022-01-02,947.49,1569.69
2024-04-22,SKU00069,1,258.89,258.89,,17,4,Spring,,Year-End Fest,Home Care,Laundry,2022-07-24,174.28,258.89
2024-04-22,SKU00319,2,258.1,129.05,,17,4,Spring,,Year-End Fest,Snacks & Confectionery,Chocolates,2022-03-18,88.97,129.05
2024-04-22,SKU00405,2,251.88,125.94,,17,4,Spring,,Year-End Fest,Stationery & Office,Writing Instruments,2022-09-13,88.45,125.94
2024-04-22,SKU00888,2,489.84,244.92,,17,4,Spring,,Year-End Fest,Grocery,Pulses & Lentils,2022-05-17,192.76,244.92
2024-04-22,SKU00945,2,262.7,131.35,,17,4,Spring,,Year-End Fest,Dairy & Bakery,Cheese,2022-04-01,80.84,131.35
2024-04-22,SKU00980,4,2904.56,726.14,,17,4,Spring,,Year-End Fest,Health & Wellness,First Aid,2022-05-18,528.73,726.14
2024-04-22,SKU01600,3,1257.09,419.03,,17,4,Spring,,Year-End Fest,Electronics & Accessories,Batteries,2023-02-22,241.87,419.03
2024-04-22,SKU02083,3,399.39,133.13,,17,4,Spring,,Year-End Fest,Stationery & Office,Writing Instruments,2023-02-09,101.78,133.13
2024-04-22,SKU02648,3,2650.35,883.4500000000002,,17,4,Spring,,Year-End Fest,Frozen Foods,Frozen Vegetables,2022-01-16,591.38,883.45
2024-04-22,SKU03029,2,134.58,67.29,,17,4,Spring,,Year-End Fest,Snacks & Confectionery,Namkeen,2022-05-06,44.8,67.29
2024-04-22,SKU03259,1,602.04,602.04,,17,4,Spring,,Year-End Fest,Health & Wellness,Vitamins & Supplements,2022-02-18,478.37,602.04
2024-04-22,SKU03536,1,119.61,127.11,1,17,4,Spring,,Year-End Fest,Beverages,Tea,2022-02-08,77.38,127.11
2024-04-22,SKU03727,2,3321.86,1660.93,,17,4,Spring,,Year-End Fest,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2024-04-22,SKU04252,2,218.37,116.03,1,17,4,Spring,,Year-End Fest,Beverages,Energy Drinks,2023-02-17,90.85,116.03
2024-04-22,SKU04321,11,10574.3,961.3,,17,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-22,SKU04385,3,1271.13,423.71,,17,4,Spring,,Year-End Fest,Grocery,Rice & Grains,2024-04-22,280.27,423.71
2024-04-22,SKU04408,2,1335.12,667.56,,17,4,Spring,,Year-End Fest,Home & Kitchen,Cookware,2023-06-06,528.25,667.56
2024-04-22,SKU04621,1,270.2,270.2,,17,4,Spring,,Year-End Fest,Dairy & Bakery,Milk,2022-01-08,202.76,270.2
2024-04-23,SKU00180,2,1541.44,770.72,,17,4,Spring,,Year-End Fest,Frozen Foods,Frozen Meat,2023-02-14,479.81,770.72
2024-04-23,SKU00285,1,505.67,505.67,,17,4,Spring,,Year-End Fest,Home Care,Surface Cleaners,2022-01-24,387.2,505.67
2024-04-23,SKU00933,4,435.8,108.95,,17,4,Spring,,Year-End Fest,Stationery & Office,Notebooks,2024-04-23,69.93,108.95
2024-04-23,SKU01048,1,96.18,96.18,,17,4,Spring,,Year-End Fest,Stationery & Office,Notebooks,2022-01-29,54.31,96.18
2024-04-23,SKU01126,1,1716.23,1716.23,,17,4,Spring,,Year-End Fest,Electronics & Accessories,Mobile Accessories,2022-10-29,1142.25,1716.23
2024-04-23,SKU01286,1,80.44,85.48,1,17,4,Spring,,Year-End Fest,Beverages,Soft Drinks,2024-04-23,51.38,85.48
2024-04-23,SKU01353,3,239.67,79.89,,17,4,Spring,,Year-End Fest,Snacks & Confectionery,Chocolates,2022-08-21,44.09,79.89
2024-04-23,SKU01370,1,195.01,195.01,,17,4,Spring,,Year-End Fest,Home Care,Laundry,2022-02-07,123.07,195.01
2024-04-23,SKU01488,2,1224.52,612.26,,17,4,Spring,,Year-End Fest,Health & Wellness,Vitamins & Supplements,2022-11-25,462.23,612.26
2024-04-23,SKU01730,4,379.79,100.9,1,17,4,Spring,,Year-End Fest,Beverages,Tea,2022-01-19,65.19,100.9
2024-04-23,SKU02003,5,3036.65,607.33,,17,4,Spring,,Year-End Fest,Home & Kitchen,Cookware,2022-11-15,391.33,607.33
2024-04-23,SKU02295,1,1019.04,1019.04,,17,4,Spring,,Year-End Fest,Health & Wellness,OTC Medicine,2022-08-15,593.28,1019.04
2024-04-23,SKU02449,2,190.48,137.83,1,17,4,Spring,,Year-End Fest,Stationery & Office,Notebooks,2022-01-10,99.61,137.83
2024-04-23,SKU03727,1,1660.93,1660.93,,17,4,Spring,,Year-End Fest,Electronics & Accessories,Mobile Accessories,2022-01-03,1291.18,1660.93
2024-04-23,SKU04321,2,1922.6,961.3,,17,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-23,SKU04542,1,123.29,123.29,,17,4,Spring,,Year-End Fest,Grocery,Pulses & Lentils,2022-04-30,69.48,123.29
2024-04-23,SKU04880,1,134.41,134.41,,17,4,Spring,,Year-End Fest,Snacks & Confectionery,Chips & Crisps,2023-10-12,84.97,134.41
2024-04-24,SKU00190,1,145.42,145.42,,17,4,Spring,,Year-End Fest,Stationery & Office,Writing Instruments,2022-02-06,84.74,145.42
2024-04-24,SKU00255,1,158.86,158.86,,17,4,Spring,,Year-End Fest,Home Care,Laundry,2022-01-18,125.36,158.86
2024-04-24,SKU00286,1,60.65,64.45,1,17,4,Spring,,Year-End Fest,Beverages,Energy Drinks,2022-01-04,51.29,64.45
2024-04-24,SKU00701,1,39.24,39.24,,17,4,Spring,,Year-End Fest,Stationery & Office,Notebooks,2022-10-24,29.59,39.24
2024-04-24,SKU01156,1,2106.88,2106.88,,17,4,Spring,,Year-End Fest,Electronics & Accessories,Batteries,2022-04-20,1288.0,2106.88
2024-04-24,SKU01495,1,91.65,97.4,1,17,4,Spring,,Year-End Fest,Beverages,Coffee,2024-04-24,58.36,97.4
2024-04-24,SKU02397,1,1787.5,1787.5,,17,4,Spring,,Year-End Fest,Apparel & Footwear,Kids Wear,2023-03-08,1062.65,1787.5
2024-04-24,SKU02692,4,8380.12,2095.03,,17,4,Spring,,Year-End Fest,Electronics & Accessories,Mobile Accessories,2022-01-23,1551.16,2095.03
2024-04-24,SKU02812,1,300.07,300.07,,17,4,Spring,,Year-End Fest,Home Care,Laundry,2022-06-25,194.1,300.07
2024-04-24,SKU02892,3,231.15,77.05,,17,4,Spring,,Year-End Fest,Dairy & Bakery,Cheese,2022-03-03,46.22,77.05
2024-04-24,SKU03108,2,248.42,124.21,,17,4,Spring,,Year-End Fest,Snacks & Confectionery,Namkeen,2023-11-18,76.09,124.21
2024-04-24,SKU04227,1,283.28,283.28,,17,4,Spring,,Year-End Fest,Dairy & Bakery,Butter & Ghee,2022-05-11,205.61,283.28
2024-04-24,SKU04245,2,435.56,217.78,,17,4,Spring,,Year-End Fest,Frozen Foods,Frozen Vegetables,2022-04-15,127.83,217.78
2024-04-24,SKU04321,2,1922.6,961.3,,17,4,Spring,,Year-End Fest,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-24,SKU04710,1,1632.84,1632.84,,17,4,Spring,,Year-End Fest,Apparel & Footwear,Women's Wear,2022-02-20,1089.13,1632.84
2024-04-24,SKU04868,1,647.03,647.03,,17,4,Spring,,Year-End Fest,Frozen Foods,Ice Cream,2022-09-03,415.21,647.03
2024-04-25,SKU00011,1,123.36,123.36,,17,4,Spring,,Mega Deal Days,Stationery & Office,Writing Instruments,2023-12-31,83.12,123.36
2024-04-25,SKU00511,1,172.85,172.85,,17,4,Spring,,Mega Deal Days,Snacks & Confectionery,Chips & Crisps,2024-04-25,105.28,172.85
2024-04-25,SKU00694,1,179.71,179.71,,17,4,Spring,,Mega Deal Days,Grocery,Rice & Grains,2023-01-23,115.0,179.71
2024-04-25,SKU00836,5,3825.05,765.01,,17,4,Spring,,Mega Deal Days,Health & Wellness,Vitamins & Supplements,2022-08-10,536.85,765.01
2024-04-25,SKU00929,1,158.05,158.05,,17,4,Spring,,Mega Deal Days,Home Care,Surface Cleaners,2022-02-15,125.47,158.05
2024-04-25,SKU00955,1,364.87,364.87,,17,4,Spring,,Mega Deal Days,Dairy & Bakery,Eggs,2024-04-25,277.85,364.87
2024-04-25,SKU01155,1,996.18,996.18,,17,4,Spring,,Mega Deal Days,Health & Wellness,Vitamins & Supplements,2022-11-03,567.35,996.18
2024-04-25,SKU01223,1,271.98,271.98,,17,4,Spring,,Mega Deal Days,Home Care,Pest Control,2023-10-24,163.64,271.98
2024-04-25,SKU01371,2,2555.22,1277.61,,17,4,Spring,,Mega Deal Days,Home & Kitchen,Cookware,2022-01-08,907.68,1277.61
2024-04-25,SKU01751,3,1379.43,459.81,,17,4,Spring,,Mega Deal Days,Frozen Foods,Frozen Vegetables,2022-06-10,304.45,459.81
2024-04-25,SKU02084,1,111.49,118.48,1,17,4,Spring,,Mega Deal Days,Beverages,Bottled Water,2023-12-07,82.36,118.48
2024-04-25,SKU02847,3,779.64,259.88,,17,4,Spring,,Mega Deal Days,Dairy & Bakery,Eggs,2022-01-25,149.56,259.88
2024-04-25,SKU03033,1,1391.33,1391.33,,17,4,Spring,,Mega Deal Days,Electronics & Accessories,Small Appliances,2023-11-11,1077.22,1391.33
2024-04-25,SKU03292,1,164.03,164.03,,17,4,Spring,,Mega Deal Days,Grocery,Pulses & Lentils,2022-01-13,112.68,164.03
2024-04-25,SKU03396,4,2646.96,661.74,,17,4,Spring,,Mega Deal Days,Health & Wellness,OTC Medicine,2022-04-21,507.86,661.74
2024-04-25,SKU04321,2,1922.6,961.3,,17,4,Spring,,Mega Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-25,SKU04383,1,1576.66,1576.66,,17,4,Spring,,Mega Deal Days,Electronics & Accessories,Batteries,2022-01-29,1254.99,1576.66
2024-04-25,SKU04551,1,2498.23,2498.23,,17,4,Spring,,Mega Deal Days,Home & Kitchen,Cookware,2022-01-23,1452.98,2498.23
2024-04-25,SKU04596,1,335.55,335.55,,17,4,Spring,,Mega Deal Days,Dairy & Bakery,Eggs,2022-01-02,242.79,335.55
2024-04-25,SKU04639,1,254.04,254.04,,17,4,Spring,,Mega Deal Days,Dairy & Bakery,Eggs,2022-07-05,157.33,254.04
2024-04-25,SKU04748,1,553.81,553.81,,17,4,Spring,,Mega Deal Days,Frozen Foods,Ice Cream,2022-03-21,388.19,553.81
2024-04-26,SKU00002,2,140.76,70.38,,17,4,Spring,,Mega Deal Days,Dairy & Bakery,Bread,2022-01-02,49.57,70.38
2024-04-26,SKU00263,2,887.02,443.51,,17,4,Spring,,Mega Deal Days,Dairy & Bakery,Bread,2022-04-19,327.3,443.51
2024-04-26,SKU00286,2,121.29,64.45,1,17,4,Spring,,Mega Deal Days,Beverages,Energy Drinks,2022-01-04,51.29,64.45
2024-04-26,SKU00721,1,182.86,182.86,,17,4,Spring,,Mega Deal Days,Home Care,Air Fresheners,2024-04-26,117.84,182.86
2024-04-26,SKU00774,3,267.08,94.61,1,17,4,Spring,,Mega Deal Days,Beverages,Energy Drinks,2022-04-15,73.97,94.61
2024-04-26,SKU01371,3,3832.83,1277.61,,17,4,Spring,,Mega Deal Days,Home & Kitchen,Cookware,2022-01-08,907.68,1277.61
2024-04-26,SKU01730,2,189.89,100.9,1,17,4,Spring,,Mega Deal Days,Beverages,Tea,2022-01-19,65.19,100.9
2024-04-26,SKU02075,1,587.86,587.86,,17,4,Spring,,Mega Deal Days,Personal Care,Oral Care,2022-04-13,442.48,587.86
2024-04-26,SKU02213,4,748.48,187.12,,17,4,Spring,,Mega Deal Days,Stationery & Office,Notebooks,2024-04-26,114.77,187.12
2024-04-26,SKU02627,1,190.96,190.96,,17,4,Spring,,Mega Deal Days,Frozen Foods,Ready Meals,2023-10-11,109.82,190.96
2024-04-26,SKU03292,2,328.06,164.03,,17,4,Spring,,Mega Deal Days,Grocery,Pulses & Lentils,2022-01-13,112.68,164.03
2024-04-26,SKU03616,4,1491.44,372.86,,17,4,Spring,,Mega Deal Days,Personal Care,Hair Care,2023-03-03,260.39,372.86
2024-04-26,SKU03768,1,3321.91,3321.91,,17,4,Spring,,Mega Deal Days,Home & Kitchen,Cookware,2023-03-04,2486.44,3321.91
2024-04-26,SKU04321,4,3845.2,961.3,,17,4,Spring,,Mega Deal Days,Personal Care,Hair Care,2022-01-01,658.32,961.3
2024-04-26,SKU04329,1,2452.07,2452.07,,17,4,Spring,,Mega Deal Days,Home & Kitchen,Cookware,2022-03-03,1697.55,2452.07
