sku_id,category,subcategory,decision,recommendation,priority,decision_reason,rupee_value_at_stake,stockout_risk,overstock_risk,coverage_weeks,demand_rate_weekly,forecast_rate_weekly,preferred_demand_source,data_quality_flag
SKU00970,Home Care,Dishwashing,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,61862.5775,0.0,1.0,115.45945945945945,2.111111111111111,2.3125,d3_forecast,ok
SKU03772,Health & Wellness,First Aid,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,61798.479999999996,0.0,1.0,168.0,1.8333333333333333,2.0,d3_forecast,low_history
SKU04126,Apparel & Footwear,Kids Wear,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,61643.35799999999,0.0,1.0,26.25,2.3636363636363638,2.4,d3_forecast,ok
SKU02412,Personal Care,Skin Care,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,61465.26594731288,0.0,1.0,72.13171489097701,2.466666666666667,2.190437316495359,d3_forecast,ok
SKU03392,Frozen Foods,Ready Meals,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,61337.76,0.0,1.0,37.0,2.0,2.0,d3_forecast,low_history
SKU04980,Health & Wellness,OTC Medicine,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,61301.759999999995,0.0,1.0,43.0,2.0,1.5625,d3_forecast,insufficient_data
SKU02200,Frozen Foods,Ready Meals,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,61269.479999999996,0.0,1.0,76.0,1.5,1.0,d3_forecast,insufficient_data
SKU04196,Frozen Foods,Frozen Vegetables,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60920.13,0.0,1.0,89.2,2.2,2.5,d3_forecast,low_history
SKU00785,Home Care,Pest Control,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60914.72,0.0,1.0,321.0,1.0,1.0,d3_forecast,low_history
SKU00620,Personal Care,Oral Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60870.3,0.0,1.0,366.0,1.0,1.0,d3_forecast,insufficient_data
SKU00168,Electronics & Accessories,Mobile Accessories,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60815.04,0.0,1.0,52.0,1.0,1.0,d3_forecast,insufficient_data
SKU00031,Stationery & Office,Office Supplies,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60726.50666666666,0.0,1.0,304.8,1.5,1.6666666666666667,d3_forecast,low_history
SKU00729,Frozen Foods,Ice Cream,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60630.024,0.0,1.0,203.33333333333331,1.7272727272727273,1.8,d3_forecast,ok
SKU00118,Personal Care,Bath & Body,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60533.700000000004,0.0,1.0,234.0,1.5,1.0,d3_forecast,insufficient_data
SKU04221,Frozen Foods,Frozen Meat,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60489.05999999999,0.0,1.0,135.75,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU02956,Dairy & Bakery,Bread,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60400.0,0.0,1.0,324.0,1.0,1.0,d3_forecast,insufficient_data
SKU03070,Home Care,Surface Cleaners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60394.47000000001,0.0,1.0,205.0,1.0,1.0,d3_forecast,insufficient_data
SKU04280,Stationery & Office,Writing Instruments,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60378.2656951616,0.0,1.0,160.84863264403305,1.6470588235294117,2.082703436723479,d3_forecast,ok
SKU00672,Health & Wellness,OTC Medicine,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60351.98,0.0,1.0,59.53846153846154,2.4285714285714284,2.1666666666666665,d3_forecast,low_history
SKU03185,Grocery,Sugar & Salt,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60284.76,0.0,1.0,127.0,2.0,0.0,d3_forecast,insufficient_data
SKU03479,Home & Kitchen,Cookware,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60269.52,0.0,1.0,80.0,1.0,0.0,d3_forecast,insufficient_data
SKU04467,Dairy & Bakery,Butter & Ghee,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60226.043333333335,0.0,1.0,139.2857142857143,2.4285714285714284,2.333333333333333,d3_forecast,low_history
SKU02058,Home & Kitchen,Cookware,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,60093.76666666667,0.0,1.0,128.51612903225808,1.25,1.2916666666666665,d3_forecast,low_history
SKU03819,Health & Wellness,First Aid,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,60044.34,0.0,1.0,161.25,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU02273,Beverages,Juices,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,59672.844,0.0,1.0,344.34782608695656,1.1666666666666667,1.15,d3_forecast,low_history
SKU02173,Personal Care,Men's Grooming,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59612.99999999999,0.0,1.0,92.57142857142857,2.3333333333333335,2.0,d3_forecast,insufficient_data
SKU00476,Snacks & Confectionery,Namkeen,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59605.920000000006,0.0,1.0,428.0,1.0,0.0,d3_forecast,insufficient_data
SKU04034,Home & Kitchen,Storage & Containers,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59553.799999999996,0.0,1.0,31.285714285714285,2.3333333333333335,3.0,d3_forecast,insufficient_data
SKU00940,Beverages,Coffee,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,59537.07,0.0,1.0,350.6849315068493,1.6666666666666667,1.825,d3_forecast,low_history
SKU02746,Frozen Foods,Frozen Vegetables,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59536.64000000001,0.0,1.0,197.0,1.0,0.0,d3_forecast,insufficient_data
SKU03787,Frozen Foods,Ready Meals,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59322.560000000005,0.0,1.0,56.25,2.6666666666666665,3.5,d3_forecast,insufficient_data
SKU04452,Stationery & Office,Writing Instruments,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,59309.18,0.0,1.0,218.66666666666666,1.5,1.5,d3_forecast,ok
SKU04255,Dairy & Bakery,Eggs,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,59270.35625,0.0,1.0,136.53333333333333,2.2,2.34375,d3_forecast,low_history
SKU00112,Snacks & Confectionery,Chips & Crisps,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59194.979999999996,0.0,1.0,188.5,2.0,1.0,d3_forecast,insufficient_data
SKU03463,Health & Wellness,First Aid,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59118.33,0.0,1.0,47.6,2.5,1.0,d3_forecast,insufficient_data
SKU03648,Grocery,Rice & Grains,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,59118.26666666668,0.0,1.0,114.85714285714288,3.0,2.333333333333333,d3_forecast,low_history
SKU01596,Stationery & Office,Office Supplies,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,59024.23333333334,0.0,1.0,233.25,1.3333333333333333,1.0,d3_forecast,insufficient_data
SKU04728,Home Care,Air Fresheners,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,59018.31333333333,0.0,1.0,185.80645161290326,2.25,2.583333333333333,d3_forecast,low_history
SKU02177,Personal Care,Hair Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58926.990000000005,0.0,1.0,163.0,1.0,0.0,d3_forecast,insufficient_data
SKU04294,Home Care,Surface Cleaners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58850.76666666666,0.0,1.0,132.75,1.3333333333333333,1.0,d3_forecast,insufficient_data
SKU03814,Personal Care,Bath & Body,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58847.39,0.0,1.0,263.0,1.0,0.0,d3_forecast,insufficient_data
SKU04044,Grocery,Cooking Oil,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58846.1,0.0,1.0,227.33333333333334,1.6,1.5,d3_forecast,low_history
SKU01788,Frozen Foods,Frozen Meat,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58811.69,0.0,1.0,165.0,1.0,1.0,d3_forecast,insufficient_data
SKU00071,Beverages,Juices,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58793.25,0.0,1.0,142.5,2.0,0.0,d3_forecast,insufficient_data
SKU02203,Electronics & Accessories,Batteries,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58751.88,0.0,1.0,98.0,1.0,0.0,d3_forecast,insufficient_data
SKU02398,Health & Wellness,OTC Medicine,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58623.81,0.0,1.0,135.0,1.0,1.0,d3_forecast,insufficient_data
SKU00845,Frozen Foods,Frozen Vegetables,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58564.59051350676,0.0,1.0,59.485564924961565,2.0377358490566038,2.15178254020898,d3_forecast,ok
SKU03162,Personal Care,Skin Care,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58500.293333333335,0.0,1.0,129.6,2.0,1.6666666666666667,d3_forecast,low_history
SKU01317,Health & Wellness,First Aid,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58477.26240534947,0.0,1.0,66.04718447543405,1.9705882352941178,2.1499780971407834,d3_forecast,ok
SKU00335,Home Care,Surface Cleaners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,58439.5,0.0,1.0,287.0,1.0,0.0,d3_forecast,insufficient_data
SKU01682,Stationery & Office,Notebooks,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58347.4,0.0,1.0,158.11764705882354,1.75,2.125,d3_forecast,low_history
SKU03474,Home Care,Air Fresheners,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58335.49999999999,0.0,1.0,60.666666666666664,3.0,3.0,d3_forecast,low_history
SKU04307,Health & Wellness,Vitamins & Supplements,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58206.443999999996,0.0,1.0,307.5,1.3333333333333333,1.2,d3_forecast,low_history
SKU00125,Home Care,Air Fresheners,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58191.04,0.0,1.0,53.142857142857146,3.0,3.5,d3_forecast,low_history
SKU00274,Frozen Foods,Frozen Vegetables,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,58031.14,0.0,1.0,39.5,2.5,2.0,d3_forecast,low_history
SKU04604,Home & Kitchen,Cookware,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,57982.36000000001,0.0,1.0,190.28571428571428,1.7,1.75,d3_forecast,ok
SKU03124,Personal Care,Oral Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57936.450000000004,0.0,1.0,113.5,2.0,0.0,d3_forecast,insufficient_data
SKU01595,Snacks & Confectionery,Candy,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,57798.1725,0.0,1.0,189.7674418604651,2.6666666666666665,2.6875,d3_forecast,ok
SKU03705,Home Care,Surface Cleaners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57721.950000000004,0.0,1.0,303.0,1.0,1.0,d3_forecast,insufficient_data
SKU03506,Home Care,Air Fresheners,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,57586.087999999996,0.0,1.0,88.18181818181817,2.0,2.2,d3_forecast,low_history
SKU00841,Personal Care,Skin Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57529.56,0.0,1.0,136.0,1.0,1.0,d3_forecast,insufficient_data
SKU00265,Grocery,Pulses & Lentils,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57527.88,0.0,1.0,352.0,1.0,0.0,d3_forecast,insufficient_data
SKU04626,Grocery,Spices & Seasoning,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,57517.68534561168,0.0,1.0,102.50965437110636,1.6,2.1754048569190703,d3_forecast,ok
SKU03180,Stationery & Office,Writing Instruments,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57300.4,0.0,1.0,128.0,2.0,2.5,d3_forecast,insufficient_data
SKU04235,Personal Care,Oral Care,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,57226.8645,0.0,1.0,269.0909090909091,2.090909090909091,1.7874999999999999,d3_forecast,ok
SKU04263,Personal Care,Men's Grooming,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57198.96,0.0,1.0,133.6,2.5,4.0,d3_forecast,insufficient_data
SKU02981,Personal Care,Skin Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57172.86,0.0,1.0,250.0,1.0,1.0,d3_forecast,insufficient_data
SKU03774,Home Care,Surface Cleaners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,57150.72,0.0,1.0,53.2,5.0,0.0,d3_forecast,insufficient_data
SKU02888,Beverages,Soft Drinks,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56797.481999999996,0.0,1.0,188.92857142857144,2.5,2.8,d3_forecast,low_history
SKU02738,Grocery,Flour & Atta,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56793.55,0.0,1.0,140.4,2.6363636363636362,2.5,d3_forecast,ok
SKU02787,Apparel & Footwear,Men's Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,56701.799999999996,0.0,1.0,26.5,2.0,2.0,d3_forecast,insufficient_data
SKU00059,Dairy & Bakery,Butter & Ghee,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,56613.71,0.0,1.0,300.5,2.0,2.5,d3_forecast,insufficient_data
SKU03997,Personal Care,Bath & Body,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,56604.6,0.0,1.0,121.0,2.0,3.0,d3_forecast,insufficient_data
SKU04586,Home Care,Dishwashing,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56557.12666666667,0.0,1.0,51.900000000000006,3.0,3.333333333333333,d3_forecast,low_history
SKU03410,Home Care,Air Fresheners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,56447.159999999996,0.0,1.0,58.666666666666664,3.0,0.0,d3_forecast,insufficient_data
SKU03616,Personal Care,Hair Care,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56417.83333333333,0.0,1.0,140.8421052631579,1.8571428571428572,1.5833333333333335,d3_forecast,low_history
SKU02007,Home Care,Air Fresheners,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56414.16,0.0,1.0,125.84615384615384,2.8,3.25,d3_forecast,low_history
SKU03078,Personal Care,Oral Care,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56307.63,0.0,1.0,137.5,1.75,2.0,d3_forecast,low_history
SKU03764,Frozen Foods,Frozen Vegetables,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,56286.41,0.0,1.0,24.6,5.0,0.0,d3_forecast,insufficient_data
SKU00887,Home & Kitchen,Storage & Containers,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56199.0,0.0,1.0,78.85714285714286,2.0,2.333333333333333,d3_forecast,low_history
SKU02264,Health & Wellness,Vitamins & Supplements,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,56183.72,0.0,1.0,77.0,2.0,3.0,d3_forecast,insufficient_data
SKU03910,Health & Wellness,First Aid,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56155.0,0.0,1.0,40.666666666666664,2.75,3.0,d3_forecast,low_history
SKU03297,Dairy & Bakery,Butter & Ghee,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56118.4,0.0,1.0,243.15789473684208,1.5,1.5833333333333335,d3_forecast,low_history
SKU02402,Dairy & Bakery,Butter & Ghee,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,56083.45333333334,0.0,1.0,180.38709677419357,3.25,2.583333333333333,d3_forecast,low_history
SKU03724,Home Care,Pest Control,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55979.55,0.0,1.0,99.55555555555556,2.2,2.25,d3_forecast,low_history
SKU02330,Beverages,Bottled Water,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55960.10976063955,0.0,1.0,184.78908981189414,1.3846153846153846,2.142983659928775,d3_forecast,ok
SKU01650,Frozen Foods,Ice Cream,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55845.99,0.0,1.0,525.0,2.0,1.0,d3_forecast,low_history
SKU03518,Snacks & Confectionery,Chocolates,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55786.33666666667,0.0,1.0,385.7560975609756,1.75,1.7083333333333335,d3_forecast,low_history
SKU04657,Home Care,Pest Control,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55755.77,0.0,1.0,100.5,2.0,3.0,d3_forecast,insufficient_data
SKU03930,Apparel & Footwear,Women's Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55713.06,0.0,1.0,19.6,2.5,3.0,d3_forecast,insufficient_data
SKU00951,Home Care,Dishwashing,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55674.090000000004,0.0,1.0,95.5,2.0,0.0,d3_forecast,insufficient_data
SKU00256,Frozen Foods,Frozen Meat,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55658.59333333333,0.0,1.0,48.857142857142854,2.3333333333333335,3.0,d3_forecast,insufficient_data
SKU03797,Grocery,Rice & Grains,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55520.68,0.0,1.0,216.0,1.0,1.0,d3_forecast,insufficient_data
SKU01881,Frozen Foods,Ready Meals,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55485.71000000001,0.0,1.0,147.5,2.0,0.0,d3_forecast,insufficient_data
SKU01640,Apparel & Footwear,Kids Wear,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55442.05,0.0,1.0,34.714285714285715,2.3333333333333335,2.0,d3_forecast,insufficient_data
SKU03193,Beverages,Juices,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55342.47964678369,0.0,1.0,130.21507033195158,2.0,2.1579683463953825,d3_forecast,ok
SKU01801,Home & Kitchen,Home Decor,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,55298.46,0.0,1.0,32.0,3.5,2.0,d3_forecast,insufficient_data
SKU00888,Grocery,Pulses & Lentils,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55279.28444444444,0.0,1.0,162.83076923076925,1.8,1.8055555555555554,d3_forecast,ok
SKU04404,Frozen Foods,Frozen Meat,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55259.76,0.0,1.0,197.0,2.0,2.0,d3_forecast,ok
SKU00926,Beverages,Soft Drinks,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55228.5,0.0,1.0,220.0,1.2,1.25,d3_forecast,low_history
SKU02544,Home Care,Air Fresheners,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,55081.32538394154,0.0,1.0,158.4425048859057,1.8333333333333333,2.1395773832540304,d3_forecast,ok
SKU00763,Personal Care,Bath & Body,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,54804.67333333333,0.0,1.0,121.19999999999999,1.6666666666666667,1.5,d3_forecast,insufficient_data
SKU02134,Apparel & Footwear,Men's Wear,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54803.33333333333,0.0,1.0,69.6,2.5,1.6666666666666667,d3_forecast,low_history
SKU02765,Personal Care,Skin Care,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54747.84,0.0,1.0,172.0,1.0,1.0,d3_forecast,low_history
SKU04811,Personal Care,Skin Care,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,54693.84,0.0,1.0,285.0,1.0,0.0,d3_forecast,insufficient_data
SKU00625,Home & Kitchen,Storage & Containers,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54682.12,0.0,1.0,105.06666666666666,1.8333333333333333,1.875,d3_forecast,low_history
SKU02766,Home Care,Pest Control,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,54663.75000000001,0.0,1.0,191.5,2.0,3.0,d3_forecast,insufficient_data
SKU00117,Home Care,Surface Cleaners,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,54525.153333333335,0.0,1.0,208.5,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU00865,Frozen Foods,Ice Cream,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54518.37666666666,0.0,1.0,165.75,2.0,1.3333333333333333,d3_forecast,low_history
SKU02030,Home Care,Dishwashing,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,54461.333333333336,0.0,1.0,166.5,1.3333333333333333,1.5,d3_forecast,insufficient_data
SKU02484,Frozen Foods,Frozen Meat,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54441.90659356946,0.0,1.0,75.6854132841633,2.227272727272727,2.206501791474576,d3_forecast,ok
SKU03227,Frozen Foods,Frozen Vegetables,WATCH_VOLATILE,Watch volatile,P3,insufficient official history to justify a precise decision; placed in Watch/Volatile pending more observations,54434.74,0.0,1.0,151.79999999999998,1.6666666666666667,2.0,d3_forecast,insufficient_data
SKU01488,Health & Wellness,Vitamins & Supplements,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54389.06333333334,0.0,1.0,54.42857142857144,2.0,2.333333333333333,d3_forecast,low_history
SKU00128,Apparel & Footwear,Footwear,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54370.464,0.0,1.0,88.57142857142858,1.3333333333333333,1.4,d3_forecast,low_history
SKU02317,Dairy & Bakery,Bread,MARKDOWN_CLEAR,Markdown clear,P2,overstock risk 1.00 >= 0.50 with stockout below 0.50: reduce excess inventory,54368.985,0.0,1.0,200.28235294117647,1.3333333333333333,1.328125,d3_forecast,ok
